split,method,macro_f1,macro_f1_std,samples_f1,samples_f1_std,hamming_loss,hamming_loss_std,mAP,mAP_std,predicted_labels_per_item,predicted_labels_per_item_std
validation,model_threshold_0.5,0.24576347439499413,0.01395645851557685,0.4156208231587357,0.017263173686841597,0.11931702583845877,0.004088834124637985,0.3500091155155201,0.0034892679066829877,1.4686292001189412,0.0535261174964142
