split,method,macro_f1,macro_f1_std,samples_f1,samples_f1_std,hamming_loss,hamming_loss_std,mAP,mAP_std,predicted_labels_per_item,predicted_labels_per_item_std
validation,model_threshold_0.5,0.2828773531142607,0.014138987967504868,0.4521711100212438,0.00896263203110569,0.11172668513388735,0.001715034868513152,0.3813403834069627,0.006740356762256397,1.4760630389533154,0.10498433465522405
