source_id,target_id,relation_type,target_in_dataset,used_for_grouping
3667,6381,SEQUEL,True,True
3667,1862,ALTERNATIVE,True,True
3667,20454,SPIN_OFF,True,True
3667,103118,OTHER,True,False
3667,104378,SPIN_OFF,True,True
3667,121681,SPIN_OFF,True,True
3674,8317,SEQUEL,True,True
3674,2605,PARENT,True,True
3692,1932,PREQUEL,True,True
3692,4703,SIDE_STORY,True,True
3692,121026,CHARACTER,True,False
3692,11569,CHARACTER,True,False
3692,10549,CHARACTER,True,False
3692,10736,CHARACTER,True,False
3692,159429,CHARACTER,True,False
3692,162720,SEQUEL,True,True
3692,188394,CHARACTER,True,False
3702,5065,SUMMARY,False,False
3704,145000,ALTERNATIVE,True,True
3710,2165,CHARACTER,True,False
3712,1840,PREQUEL,True,True
3712,11319,SEQUEL,True,True
3712,5764,SIDE_STORY,True,True
3712,6489,SPIN_OFF,True,True
3713,1594,PREQUEL,True,True
3713,98379,SEQUEL,True,True
3759,2476,PARENT,True,True
3782,2593,PREQUEL,True,True
3782,3783,SEQUEL,True,True
3782,6624,SUMMARY,True,True
3783,3782,PREQUEL,True,True
3783,4280,SEQUEL,True,True
3783,6624,SUMMARY,True,True
3805,21865,OTHER,True,False
3805,10217,ALTERNATIVE,True,True
3841,6024,SEQUEL,True,True
3848,2107,PREQUEL,True,True
3848,21,PARENT,False,False
3848,4155,SEQUEL,True,True
3848,107110,OTHER,True,False
3887,2159,PARENT,True,True
3901,2251,PREQUEL,True,True
3923,6297,SEQUEL,True,True
3927,2581,PREQUEL,True,True
3927,6288,SEQUEL,True,True
3927,7270,SUMMARY,True,True
3927,146488,SIDE_STORY,True,True
3956,1066,PREQUEL,True,True
3956,7375,SEQUEL,True,True
3958,5978,SEQUEL,True,True
3958,1887,CHARACTER,True,False
3962,5238,ALTERNATIVE,True,True
3965,1698,PARENT,True,True
3972,482,PREQUEL,True,True
3972,6951,SIDE_STORY,True,True
3972,10015,OTHER,True,False
3972,20552,OTHER,True,False
3972,21590,SIDE_STORY,True,True
3972,98231,OTHER,True,False
3972,114072,OTHER,True,False
3972,142842,OTHER,True,False
3974,6380,SEQUEL,True,True
3974,566,ALTERNATIVE,False,False
3975,199495,SIDE_STORY,True,True
4015,846,PREQUEL,True,True
4026,1565,PARENT,True,True
4026,2847,PREQUEL,True,True
4026,6178,SEQUEL,True,True
4028,1172,PREQUEL,False,False
4028,5233,SEQUEL,True,True
4033,10278,ALTERNATIVE,True,True
4038,7745,SEQUEL,True,True
4038,16005,SPIN_OFF,True,True
4038,9127,SUMMARY,True,True
4038,2026,CHARACTER,True,False
4039,1760,PREQUEL,False,False
4039,1761,PREQUEL,False,False
4053,2752,PREQUEL,True,True
4053,5751,SEQUEL,True,True
4053,113254,SEQUEL,True,True
4053,10276,SIDE_STORY,True,True
4056,2518,PREQUEL,True,True
4056,7761,SEQUEL,True,True
4057,9287,SIDE_STORY,True,True
4057,3747,ALTERNATIVE,True,True
4057,9904,ALTERNATIVE,True,True
4057,99349,OTHER,True,False
4057,3747,ALTERNATIVE,True,True
4059,2167,ALTERNATIVE,True,True
4059,6351,ALTERNATIVE,True,True
4063,5277,SEQUEL,True,True
4063,5279,SIDE_STORY,False,False
4078,837,PARENT,True,True
4080,251,PREQUEL,True,True
4080,2971,PREQUEL,True,True
4081,5300,SEQUEL,True,True
4081,154978,OTHER,True,False
4081,188619,OTHER,True,False
4082,2130,PARENT,True,True
4107,4565,SEQUEL,True,True
4107,2001,ALTERNATIVE,True,True
4127,10256,ALTERNATIVE,True,True
4134,1735,PARENT,True,True
4136,5056,SIDE_STORY,True,True
4151,109616,ALTERNATIVE,True,True
4163,2104,PREQUEL,True,True
4163,7041,SIDE_STORY,True,True
4166,1720,PREQUEL,True,True
4166,4804,SEQUEL,True,True
4173,3420,PARENT,True,True
4181,2167,PREQUEL,True,True
4181,1723,ALTERNATIVE,True,True
4181,132528,CHARACTER,True,False
4181,143150,CHARACTER,True,False
4182,7338,SEQUEL,True,True
4182,2025,PREQUEL,True,True
4188,6050,SEQUEL,True,True
4188,1546,ALTERNATIVE,True,True
4196,1956,PREQUEL,True,True
4196,7580,SEQUEL,True,True
4196,5333,SIDE_STORY,True,True
4197,2142,PREQUEL,True,True
4202,2931,PARENT,True,True
4205,2927,PARENT,True,True
4209,2564,PREQUEL,True,True
4213,2967,PARENT,True,True
4214,2993,PREQUEL,True,True
4224,6127,SIDE_STORY,True,True
4224,11553,SIDE_STORY,True,True
4224,7769,CHARACTER,True,False
4224,206729,SIDE_STORY,True,True
4232,1916,PREQUEL,True,True
4262,6112,SEQUEL,True,True
4262,5305,SIDE_STORY,True,True
4280,3783,PREQUEL,True,True
4280,4282,SEQUEL,True,True
4280,6624,SUMMARY,True,True
4282,4280,PREQUEL,True,True
4282,5204,SEQUEL,True,True
4282,6624,SUMMARY,True,True
4312,2174,PREQUEL,True,True
4312,5291,SEQUEL,True,True
4312,967,PARENT,False,False
4320,1412,PARENT,False,False
4331,10855,SEQUEL,True,True
4331,6063,SIDE_STORY,True,True
4360,10280,SEQUEL,True,True
4362,10348,PREQUEL,True,True
4362,10666,SIDE_STORY,True,True
4383,4418,PREQUEL,False,False
4383,7164,SIDE_STORY,False,False
4437,1735,PARENT,True,True
4447,5348,SIDE_STORY,True,True
4447,235,PARENT,False,False
4469,3269,PARENT,True,True
4472,1887,PARENT,True,True
4477,1698,PREQUEL,True,True
4477,8038,SEQUEL,True,True
4477,6187,SIDE_STORY,True,True
4483,273,PARENT,True,True
4502,2852,PREQUEL,True,True
4502,3559,PREQUEL,True,True
4535,3456,PREQUEL,True,True
4535,6479,SEQUEL,True,True
4548,8457,ALTERNATIVE,True,True
4548,18497,ALTERNATIVE,True,True
4549,967,PARENT,False,False
4549,1773,SEQUEL,True,True
4550,6958,SIDE_STORY,True,True
4551,7083,SIDE_STORY,False,False
4581,5034,SEQUEL,True,True
4646,2451,PREQUEL,False,False
4646,5031,SEQUEL,True,True
4650,400,PARENT,False,False
4654,8937,SEQUEL,True,True
4654,5955,SIDE_STORY,True,True
4654,104463,SPIN_OFF,True,True
4654,6213,SPIN_OFF,True,True
4654,125268,OTHER,True,False
4654,186742,SPIN_OFF,True,True
4662,3615,PREQUEL,True,True
4672,43,ALTERNATIVE,False,False
4703,10549,SIDE_STORY,True,True
4703,3692,PARENT,True,True
4715,3420,PREQUEL,True,True
4725,19199,CHARACTER,True,False
4744,5772,SIDE_STORY,True,True
4752,3457,PREQUEL,True,True
4760,3503,PARENT,True,True
4765,3231,PREQUEL,True,True
4772,3297,PARENT,True,True
4789,2924,PREQUEL,True,True
4789,6401,PREQUEL,True,True
4814,3092,PREQUEL,True,True
4814,20796,SEQUEL,True,True
4835,269,PARENT,True,True
4866,5391,PREQUEL,True,True
4872,3228,PREQUEL,True,True
4872,6377,SEQUEL,True,True
4879,6736,SIDE_STORY,True,True
4879,182419,OTHER,True,False
4884,8754,SIDE_STORY,True,True
4884,12699,CHARACTER,True,False
4884,114989,OTHER,False,False
4886,6811,ALTERNATIVE,True,True
4886,249,PREQUEL,True,True
4898,6707,SEQUEL,True,True
4898,6793,SIDE_STORY,True,True
4898,20606,SEQUEL,True,True
4903,6379,SEQUEL,True,True
4903,837,ALTERNATIVE,True,True
4905,1445,PARENT,False,False
4939,3572,ALTERNATIVE,True,True
4961,1137,ALTERNATIVE,True,True
4975,21126,SEQUEL,True,True
4975,10519,CHARACTER,True,False
4975,9253,OTHER,True,False
4975,13599,OTHER,True,False
4975,21708,OTHER,True,False
4981,1598,ALTERNATIVE,False,False
4981,4810,ALTERNATIVE,False,False
5005,6582,SEQUEL,True,True
5005,8314,SIDE_STORY,True,True
5005,8316,CHARACTER,True,False
5019,1412,PARENT,False,False
5020,119835,OTHER,True,False
5027,8963,SEQUEL,True,True
5027,108746,ALTERNATIVE,False,False
5029,3226,PREQUEL,True,True
5029,5028,SEQUEL,True,True
5045,3616,PARENT,True,True
5056,4136,PARENT,True,True
5072,2795,PARENT,True,True
5080,7549,SEQUEL,True,True
5082,21020,OTHER,True,False
5082,6901,ALTERNATIVE,True,True
5082,19825,ALTERNATIVE,True,True
5082,21635,ALTERNATIVE,True,True
5082,11017,ALTERNATIVE,True,True
5082,14913,ALTERNATIVE,True,True
5082,21020,ALTERNATIVE,True,True
5082,169319,SIDE_STORY,True,True
5082,187990,ALTERNATIVE,True,True
5089,3514,PREQUEL,True,True
5096,8687,PARENT,True,True
5097,2798,PREQUEL,True,True
5116,3456,SEQUEL,True,True
5152,813,PARENT,False,False
5163,2904,PARENT,True,True
5164,194,PARENT,True,True
5165,3572,PARENT,True,True
5196,3297,PARENT,True,True
5199,2104,PARENT,True,True
5213,5210,PREQUEL,True,True
5228,822,PREQUEL,True,True
5228,18,PARENT,True,True
5231,10507,SEQUEL,True,True
5231,9032,SIDE_STORY,True,True
5231,98225,SIDE_STORY,True,True
5231,21879,SPIN_OFF,True,True
5231,99059,SPIN_OFF,True,True
5231,180804,ALTERNATIVE,True,True
5252,21,ALTERNATIVE,False,False
5262,2923,PREQUEL,True,True
5262,7082,SEQUEL,True,True
5290,516,PARENT,True,True
5291,4312,PREQUEL,True,True
5291,967,ALTERNATIVE,False,False
5316,169693,PARENT,True,True
5332,3613,PARENT,True,True
5333,4196,PARENT,True,True
5348,4447,PARENT,True,True
5351,2581,PARENT,True,True
5397,3738,PREQUEL,True,True
5397,10513,SEQUEL,True,True
5427,14047,SEQUEL,True,True
5427,2858,ALTERNATIVE,True,True
5455,18151,PREQUEL,True,True
5484,3322,PARENT,True,True
5493,1010,PREQUEL,False,False
5493,1011,SEQUEL,False,False
5493,1293,CHARACTER,False,False
5538,6444,PARENT,True,True
5539,3407,PARENT,True,True
5583,177465,CHARACTER,True,False
5603,2505,ALTERNATIVE,True,True
5725,3576,PREQUEL,True,True
5764,3712,PARENT,True,True
5854,960,PREQUEL,True,True
6000,6281,OTHER,True,False
6041,21148,OTHER,True,False
6041,21369,OTHER,True,False
6041,98766,OTHER,True,False
6041,4399,PREQUEL,True,True
6297,3923,PREQUEL,True,True
6297,10202,SEQUEL,True,True
6312,3000,PREQUEL,True,True
6355,6130,SEQUEL,True,True
6401,4789,SEQUEL,True,True
6482,126881,SEQUEL,True,True
6482,126882,PREQUEL,True,True
6489,3712,PARENT,True,True
6566,1293,CHARACTER,False,False
6566,249,CHARACTER,True,False
6566,210,CHARACTER,False,False
6567,1293,PARENT,False,False
6567,210,CHARACTER,False,False
6567,249,CHARACTER,True,False
6783,2924,PARENT,True,True
6795,3508,PREQUEL,True,True
6795,1105,CHARACTER,True,False
7041,4163,PARENT,True,True
7803,166051,PARENT,True,True
2952,6151,SIDE_STORY,True,True
2952,317,ALTERNATIVE,True,True
3087,9488,SEQUEL,True,True
7882,2508,PARENT,True,True
8145,2165,PARENT,True,True
8317,3674,PREQUEL,True,True
8317,3228,PARENT,True,True
8356,8355,PREQUEL,True,True
8356,8357,SEQUEL,True,True
8356,7175,PARENT,True,True
8367,2172,PREQUEL,True,True
8367,8368,SEQUEL,True,True
8367,966,PARENT,False,False
8422,3457,PARENT,True,True
8709,1565,PARENT,True,True
8908,3954,PREQUEL,True,True
8921,6693,OTHER,True,False
9053,2169,PARENT,True,True
9591,2904,PARENT,True,True
10048,2238,PARENT,True,True
10527,10526,PREQUEL,True,True
10527,10528,SEQUEL,True,True
10527,6062,SIDE_STORY,True,True
10549,4703,PARENT,True,True
10549,5753,SEQUEL,True,True
10549,603,CHARACTER,True,False
10549,1932,CHARACTER,True,False
10549,1929,CHARACTER,True,False
10549,3692,CHARACTER,True,False
10549,1534,CHARACTER,True,False
12689,2106,PREQUEL,True,True
13177,126202,CHARACTER,False,False
13177,13179,SEQUEL,True,True
13223,1401,PARENT,True,True
13509,13503,PARENT,True,True
14957,6330,PREQUEL,True,True
14957,2787,PARENT,True,True
16415,478,ALTERNATIVE,True,True
17004,1960,PARENT,False,False
18937,9768,PREQUEL,False,False
18937,18939,SEQUEL,True,True
20528,2942,PARENT,True,True
21590,3972,PARENT,True,True
21687,3588,PARENT,True,True
100719,269,PARENT,True,True
116039,1960,PARENT,False,False
119772,119771,PREQUEL,True,True
119835,5020,PARENT,True,True
121072,121071,PREQUEL,True,True
121072,121074,SEQUEL,True,True
121074,121072,PREQUEL,True,True
121074,121075,SEQUEL,True,True
121840,1960,PARENT,False,False
124438,124439,SEQUEL,True,True
129045,7775,PREQUEL,True,True
129868,2986,PARENT,True,True
130247,2986,PARENT,True,True
145783,3545,PARENT,False,False
145784,3545,PARENT,False,False
169828,168635,CHARACTER,True,False
169828,5848,CHARACTER,True,False
169887,5848,CHARACTER,True,False
185887,3295,PARENT,True,True
185887,2389,CHARACTER,False,False
185887,1445,CHARACTER,False,False
3349,274,PREQUEL,True,True
3349,5859,PREQUEL,False,False
3593,6743,SIDE_STORY,True,True
3593,856,PARENT,True,True
3652,1889,PREQUEL,True,True
3652,114446,SEQUEL,True,True
3750,1729,PREQUEL,True,True
3750,6299,SIDE_STORY,True,True
3784,2759,PREQUEL,True,True
3784,3785,SEQUEL,True,True
3784,100330,CHARACTER,False,False
4155,8740,PREQUEL,True,True
4155,21,PARENT,False,False
4155,3848,PREQUEL,True,True
4155,9999,SEQUEL,True,True
4186,6368,PREQUEL,False,False
4192,5521,PREQUEL,True,True
4192,9958,SEQUEL,True,True
4195,2403,PREQUEL,True,True
4246,237,ALTERNATIVE,True,True
4382,7311,SEQUEL,True,True
4382,849,ALTERNATIVE,True,True
4382,5118,SPIN_OFF,True,True
4382,5957,SPIN_OFF,True,True
4565,4107,PREQUEL,True,True
4565,2001,ALTERNATIVE,True,True
4657,99884,ALTERNATIVE,False,False
4719,6633,SEQUEL,True,True
4719,6704,SIDE_STORY,True,True
4719,21388,SPIN_OFF,True,True
4719,98319,ALTERNATIVE,True,True
4720,6165,SEQUEL,True,True
4720,18245,OTHER,True,False
4726,3230,PREQUEL,True,True
4804,4166,PREQUEL,True,True
4804,9005,SEQUEL,True,True
4811,1888,PREQUEL,True,True
4896,934,PARENT,True,True
4896,7568,SIDE_STORY,True,True
4918,3091,PREQUEL,True,True
4918,6864,SEQUEL,True,True
4918,4938,SIDE_STORY,True,True
4938,2685,PREQUEL,True,True
4938,4918,SIDE_STORY,True,True
4970,1292,PREQUEL,True,True
4970,13709,PREQUEL,True,True
5028,7655,SEQUEL,True,True
5028,5029,PREQUEL,True,True
5030,9712,SEQUEL,True,True
5031,4646,PREQUEL,True,True
5031,5032,SEQUEL,True,True
5034,4581,PREQUEL,True,True
5034,6344,SIDE_STORY,True,True
5034,7108,SIDE_STORY,True,True
5042,7593,SIDE_STORY,True,True
5060,8479,SEQUEL,True,True
5060,7337,SIDE_STORY,True,True
5060,9865,SIDE_STORY,True,True
5060,125351,SIDE_STORY,True,True
5074,6380,PREQUEL,True,True
5074,566,ALTERNATIVE,False,False
5079,6794,SIDE_STORY,True,True
5081,15689,PREQUEL,True,True
5081,11597,SEQUEL,True,True
5081,21520,SIDE_STORY,True,True
5081,106495,OTHER,True,False
5081,143663,ALTERNATIVE,False,False
5112,6287,SIDE_STORY,True,True
5114,6421,SIDE_STORY,True,True
5114,9135,SIDE_STORY,True,True
5114,121,ALTERNATIVE,True,True
5114,7902,SPIN_OFF,True,True
5118,4382,PARENT,True,True
5141,8042,SIDE_STORY,True,True
5150,6882,SIDE_STORY,True,True
5155,3488,ALTERNATIVE,False,False
5162,3225,PREQUEL,True,True
5162,14575,SEQUEL,True,True
5162,5713,SIDE_STORY,True,True
5178,4012,OTHER,True,False
5204,4282,PREQUEL,True,True
5204,5205,SEQUEL,True,True
5204,6624,SUMMARY,True,True
5205,5204,PREQUEL,True,True
5205,6954,SEQUEL,True,True
5205,14807,SIDE_STORY,True,True
5205,6624,PREQUEL,True,True
5216,291,ALTERNATIVE,True,True
5233,4028,PREQUEL,True,True
5238,3962,ALTERNATIVE,True,True
5240,17933,PARENT,True,True
5258,265,PREQUEL,True,True
5258,19647,SEQUEL,True,True
5300,4081,PREQUEL,True,True
5300,10379,SEQUEL,True,True
5300,19945,SIDE_STORY,True,True
5305,15093,SIDE_STORY,True,True
5305,4262,PARENT,True,True
5307,6437,SIDE_STORY,True,True
5310,7222,SEQUEL,True,True
5310,3572,ALTERNATIVE,True,True
5337,2156,PREQUEL,True,True
5337,7334,SEQUEL,True,True
5341,6007,PREQUEL,True,True
5341,6884,SIDE_STORY,True,True
5342,6676,SEQUEL,True,True
5355,6634,SEQUEL,True,True
5355,6581,SIDE_STORY,True,True
5355,7857,SIDE_STORY,True,True
5355,20612,OTHER,True,False
5355,101470,ALTERNATIVE,True,True
5356,207886,OTHER,False,False
5369,1362,PARENT,False,False
5419,490,PREQUEL,True,True
5454,6748,SIDE_STORY,True,True
5460,6231,SIDE_STORY,True,True
5460,235,PARENT,False,False
5485,2253,ALTERNATIVE,False,False
5494,283,SEQUEL,False,False
5494,8950,SEQUEL,True,True
5494,184639,ALTERNATIVE,True,True
5504,1727,SEQUEL,True,True
5507,7016,SIDE_STORY,True,True
5507,9793,CHARACTER,True,False
5521,2026,PREQUEL,True,True
5521,4192,SEQUEL,True,True
5530,6896,SIDE_STORY,True,True
5597,6712,SEQUEL,True,True
5630,6372,SEQUEL,True,True
5630,6927,SUMMARY,True,True
5630,6399,OTHER,False,False
5653,2988,PREQUEL,True,True
5667,3455,PREQUEL,True,True
5667,9181,SEQUEL,True,True
5670,6959,SIDE_STORY,True,True
5671,16123,SEQUEL,True,True
5671,7759,SIDE_STORY,True,True
5671,10884,SIDE_STORY,True,True
5671,21642,SIDE_STORY,True,True
5678,10098,SIDE_STORY,True,True
5678,177,CHARACTER,True,False
5678,1958,CHARACTER,True,False
5678,2768,CHARACTER,True,False
5680,7791,SEQUEL,True,True
5680,6862,SIDE_STORY,True,True
5680,7017,SIDE_STORY,True,True
5682,438,ALTERNATIVE,True,True
5682,8705,SPIN_OFF,False,False
5682,10519,CHARACTER,True,False
5684,6527,SIDE_STORY,True,True
5684,603,ALTERNATIVE,True,True
5684,7645,ALTERNATIVE,True,True
5684,100661,ALTERNATIVE,True,True
5684,1932,ALTERNATIVE,True,True
5684,20577,ALTERNATIVE,True,True
5684,21506,ALTERNATIVE,True,True
5684,21001,ALTERNATIVE,True,True
5684,16419,ALTERNATIVE,True,True
5684,9893,ALTERNATIVE,True,True
5684,1534,ALTERNATIVE,True,True
5684,98059,ALTERNATIVE,True,True
5684,12191,ALTERNATIVE,True,True
5684,5753,CHARACTER,True,False
5684,8133,CHARACTER,True,False
5684,9979,CHARACTER,True,False
5684,12221,CHARACTER,True,False
5684,16442,CHARACTER,True,False
5684,20549,CHARACTER,True,False
5684,21137,CHARACTER,True,False
5684,21504,CHARACTER,True,False
5684,101908,CHARACTER,True,False
5684,105857,ALTERNATIVE,True,True
5684,3692,ALTERNATIVE,True,True
5684,112748,ALTERNATIVE,True,True
5684,126905,ALTERNATIVE,True,True
5684,11569,CHARACTER,True,False
5684,10736,CHARACTER,True,False
5684,142080,ALTERNATIVE,True,True
5684,157883,ALTERNATIVE,True,True
5684,159429,CHARACTER,True,False
5684,171030,ALTERNATIVE,True,True
5684,185073,ALTERNATIVE,True,True
5684,202957,ALTERNATIVE,True,True
5702,6169,SUMMARY,True,True
5702,1135,ALTERNATIVE,True,True
5702,1174,ALTERNATIVE,True,True
5710,11299,SIDE_STORY,True,True
5710,516,PARENT,True,True
5713,5162,PARENT,True,True
5717,1579,PREQUEL,True,True
5734,6705,SIDE_STORY,True,True
5751,4053,PREQUEL,True,True
5751,10573,SEQUEL,True,True
5751,6999,SIDE_STORY,True,True
5753,8133,SEQUEL,True,True
5753,603,CHARACTER,True,False
5753,5684,CHARACTER,True,False
5753,1534,CHARACTER,True,False
5753,1932,CHARACTER,True,False
5753,10549,PREQUEL,True,True
5772,4744,PARENT,True,True
5774,129046,CHARACTER,True,False
5781,696,PARENT,False,False
5902,15291,SIDE_STORY,False,False
5909,10464,SEQUEL,True,True
5940,6166,CHARACTER,True,False
5947,2001,PARENT,True,True
5955,10249,SEQUEL,True,True
5955,4654,PARENT,True,True
5957,4382,PARENT,True,True
5958,8407,SEQUEL,True,True
5958,7858,SIDE_STORY,True,True
5962,8410,SEQUEL,True,True
5962,136668,ALTERNATIVE,True,True
5962,288,OTHER,True,False
5973,7744,SIDE_STORY,True,True
5973,110954,SIDE_STORY,True,True
5978,3958,PREQUEL,True,True
6007,2966,PREQUEL,True,True
6007,5341,SEQUEL,True,True
6008,21553,CHARACTER,True,False
6008,8217,ALTERNATIVE,True,True
6008,10359,ALTERNATIVE,True,True
6008,12963,ALTERNATIVE,True,True
6008,20784,ALTERNATIVE,True,True
6008,17497,ALTERNATIVE,True,True
6008,21134,ALTERNATIVE,True,True
6008,113689,ALTERNATIVE,True,True
6008,116150,CHARACTER,True,False
6023,3467,PREQUEL,True,True
6023,10928,SEQUEL,True,True
6024,3841,PREQUEL,True,True
6024,21796,SEQUEL,True,True
6030,7322,SIDE_STORY,True,True
6033,223,PREQUEL,False,False
6033,11359,SEQUEL,True,True
6033,813,ALTERNATIVE,False,False
6045,9656,SEQUEL,True,True
6046,12699,CHARACTER,True,False
6046,109189,CHARACTER,True,False
6050,4188,PREQUEL,True,True
6050,7135,SEQUEL,True,True
6050,10628,SIDE_STORY,True,True
6062,1685,PARENT,True,True
6062,10527,PARENT,True,True
6063,4331,PARENT,True,True
6098,6885,SIDE_STORY,True,True
6112,4262,PREQUEL,True,True
6112,8057,SEQUEL,True,True
6112,7774,SIDE_STORY,True,True
6112,8635,OTHER,True,False
6115,235,PARENT,False,False
6115,1412,PARENT,False,False
6115,18429,SEQUEL,True,True
6117,8538,SEQUEL,True,True
6127,4224,PARENT,True,True
6129,6883,SEQUEL,True,True
6129,9100,SIDE_STORY,True,True
6129,10306,OTHER,True,False
6130,6355,PREQUEL,True,True
6130,8409,SEQUEL,True,True
6130,6684,SIDE_STORY,True,True
6148,11699,SEQUEL,True,True
6148,12123,OTHER,True,False
6151,2952,PARENT,True,True
6165,4720,PREQUEL,True,True
6169,5702,PARENT,True,True
6169,1135,PREQUEL,True,True
6171,9130,SEQUEL,True,True
6172,100785,OTHER,True,False
6172,207886,OTHER,False,False
6178,1565,PARENT,True,True
6178,4026,PREQUEL,True,True
6178,7695,SEQUEL,True,True
6187,4477,PARENT,True,True
6194,2852,CHARACTER,True,False
6194,3559,CHARACTER,True,False
6201,7468,SIDE_STORY,True,True
6201,8231,SIDE_STORY,False,False
6201,8918,SIDE_STORY,True,True
6205,10076,SEQUEL,True,True
6205,7782,SIDE_STORY,True,True
6205,6166,CHARACTER,True,False
6211,7654,SUMMARY,True,True
6213,16049,SEQUEL,True,True
6213,9047,SIDE_STORY,True,True
6213,9063,SIDE_STORY,True,True
6213,8023,SPIN_OFF,True,True
6213,4654,PARENT,True,True
6213,7769,CHARACTER,True,False
6231,5460,PARENT,True,True
6275,5256,PREQUEL,True,True
6275,1565,PARENT,True,True
6281,6000,OTHER,True,False
6287,5112,PARENT,True,True
6299,3750,PARENT,True,True
6325,1735,PARENT,True,True
6327,7103,ALTERNATIVE,True,True
6337,7276,CHARACTER,True,False
6344,5034,PARENT,True,True
6351,2167,ALTERNATIVE,True,True
6351,4059,ALTERNATIVE,True,True
6372,5630,PREQUEL,True,True
6372,6637,SEQUEL,True,True
6377,4872,PREQUEL,True,True
6377,7044,SEQUEL,True,True
6379,4903,PREQUEL,True,True
6380,3974,PREQUEL,True,True
6380,5074,SEQUEL,True,True
6392,7897,SEQUEL,True,True
6421,5114,PARENT,True,True
6425,7463,SEQUEL,True,True
6437,5307,PARENT,True,True
6438,235,PARENT,False,False
6443,2163,PREQUEL,True,True
6443,366,SEQUEL,False,False
6443,7453,SIDE_STORY,True,True
6444,8311,SEQUEL,True,True
6444,5538,SIDE_STORY,True,True
6444,8022,SIDE_STORY,True,True
6479,4535,PREQUEL,True,True
6481,126880,SEQUEL,True,True
6481,126881,PREQUEL,True,True
6513,1520,CHARACTER,False,False
6513,3024,CHARACTER,False,False
6513,5476,CHARACTER,False,False
6513,971,CHARACTER,True,False
6525,16371,SEQUEL,False,False
6525,17159,SIDE_STORY,False,False
6525,19337,SIDE_STORY,True,True
6525,21347,OTHER,True,False
6525,117407,SIDE_STORY,True,True
6525,117409,OTHER,True,False
6525,135836,SIDE_STORY,True,True
6527,5684,PARENT,True,True
6555,1565,PARENT,True,True
6572,2787,PREQUEL,True,True
6572,6773,SEQUEL,True,True
6573,7338,PREQUEL,True,True
6582,5005,PREQUEL,True,True
6582,8196,CHARACTER,True,False
6586,9441,SEQUEL,True,True
6586,8894,SIDE_STORY,False,False
6590,3479,PREQUEL,True,True
6590,104854,SIDE_STORY,True,True
6604,9013,SEQUEL,True,True
6604,17749,SIDE_STORY,True,True
6604,98638,OTHER,False,False
6607,2290,PREQUEL,False,False
6624,2593,PARENT,True,True
6624,3782,PARENT,True,True
6624,3783,PARENT,True,True
6624,4280,PARENT,True,True
6624,4282,PARENT,True,True
6624,5204,PARENT,True,True
6624,5205,SEQUEL,True,True
6633,4719,PREQUEL,True,True
6633,8456,SEQUEL,True,True
6633,7740,SIDE_STORY,True,True
6641,177460,ALTERNATIVE,False,False
6658,213096,SEQUEL,True,True
6675,1980,PARENT,True,True
6675,11483,ALTERNATIVE,True,True
6675,204410,PARENT,False,False
6676,5342,PREQUEL,True,True
6682,7739,SIDE_STORY,True,True
6682,110465,OTHER,True,False
6684,6130,PARENT,True,True
6685,21374,OTHER,True,False
6690,188,CHARACTER,False,False
6690,4561,CHARACTER,True,False
6693,3295,PARENT,True,True
6693,8921,OTHER,True,False
6694,3728,ALTERNATIVE,True,True
6702,9982,SIDE_STORY,True,True
6702,12049,SIDE_STORY,True,True
6702,20626,SEQUEL,True,True
6702,12121,OTHER,False,False
6702,119683,CHARACTER,True,False
6702,11511,OTHER,False,False
6702,18393,CHARACTER,True,False
6704,7740,SEQUEL,True,True
6704,4719,PARENT,True,True
6705,5734,PARENT,True,True
6712,5597,PREQUEL,True,True
6736,4879,PARENT,True,True
6743,3593,SIDE_STORY,True,True
6748,5454,PARENT,True,True
6791,3503,PREQUEL,True,True
6791,7875,SIDE_STORY,True,True
6793,4898,PARENT,True,True
6794,5079,PARENT,True,True
6811,249,PREQUEL,True,True
6811,118399,SEQUEL,True,True
6811,4886,ALTERNATIVE,True,True
6822,8345,PREQUEL,True,True
6882,5150,PARENT,True,True
6884,5341,PARENT,True,True
6885,6098,PARENT,True,True
6891,4590,PREQUEL,True,True
6893,10380,SEQUEL,True,True
6893,9308,ALTERNATIVE,True,True
6896,5530,PARENT,True,True
6899,8963,PREQUEL,True,True
6899,8964,SEQUEL,True,True
6899,140340,SEQUEL,True,True
6900,15865,SEQUEL,True,True
6901,9346,SEQUEL,True,True
6901,5082,ALTERNATIVE,True,True
6901,19825,ALTERNATIVE,True,True
6901,11017,ALTERNATIVE,True,True
6901,21020,ALTERNATIVE,True,True
6901,14913,ALTERNATIVE,True,True
6901,21635,ALTERNATIVE,True,True
6901,187990,ALTERNATIVE,True,True
6909,2556,ALTERNATIVE,False,False
6927,5630,PARENT,True,True
6930,8687,PARENT,True,True
6930,2662,ALTERNATIVE,False,False
6941,10074,PREQUEL,True,True
6941,10033,ALTERNATIVE,True,True
6945,918,PARENT,True,True
6958,4550,PARENT,True,True
6964,392,PREQUEL,False,False
6984,3604,PREQUEL,True,True
6984,7062,SEQUEL,True,True
6986,7712,SEQUEL,True,True
6987,8577,SEQUEL,True,True
6992,7230,PREQUEL,True,True
6999,5751,PARENT,True,True
7016,5507,PARENT,True,True
7017,9203,SEQUEL,True,True
7017,5680,PARENT,True,True
7044,6377,PREQUEL,True,True
7044,10469,SEQUEL,True,True
7053,16638,SEQUEL,True,True
