source_id,target_id,relation_type,target_in_dataset,used_for_grouping
117287,4737,PARENT,True,True
117876,119541,SIDE_STORY,False,False
119402,119403,SEQUEL,True,True
119402,199478,SPIN_OFF,True,True
119947,20876,PARENT,True,True
120074,120071,PREQUEL,True,True
121663,19157,PARENT,True,True
121718,121720,SEQUEL,True,True
122758,20830,PREQUEL,True,True
122922,21123,ALTERNATIVE,True,True
126606,1199,PARENT,False,False
126649,21,PARENT,False,False
128020,127799,PREQUEL,False,False
128020,205289,SEQUEL,True,True
131641,18941,PARENT,True,True
135460,119794,PREQUEL,True,True
143393,1604,PARENT,True,True
143393,21677,PARENT,True,True
145492,98297,SEQUEL,True,True
145680,145704,OTHER,False,False
145745,145746,SEQUEL,True,True
150078,20626,PARENT,True,True
170629,21823,PARENT,True,True
174843,1960,PARENT,False,False
177226,177225,PREQUEL,True,True
177226,177227,SEQUEL,True,True
177443,87502,ALTERNATIVE,True,True
188038,97638,OTHER,True,False
189722,189721,PREQUEL,True,True
189722,189723,SEQUEL,True,True
196325,1093,ALTERNATIVE,False,False
199485,199486,SPIN_OFF,True,True
206867,166051,OTHER,True,False
21184,98629,PREQUEL,True,True
21191,20626,PARENT,True,True
21298,98997,SIDE_STORY,True,True
21361,100469,SIDE_STORY,True,True
21361,107346,SEQUEL,True,True
21361,117086,SPIN_OFF,True,True
21361,145433,CHARACTER,False,False
21361,177464,CHARACTER,False,False
21377,20725,PREQUEL,True,True
21377,101999,SIDE_STORY,True,True
21377,118031,PARENT,False,False
21377,156053,OTHER,False,False
21400,21399,PREQUEL,True,True
21400,15689,SEQUEL,True,True
21400,181970,SUMMARY,True,True
21403,20594,PREQUEL,True,True
21403,100182,SEQUEL,True,True
21403,101965,OTHER,True,False
21407,99476,SEQUEL,True,True
21407,107875,SUMMARY,True,True
21407,21114,PREQUEL,True,True
21425,20670,PREQUEL,True,True
21425,166715,SEQUEL,True,True
21452,119548,SUMMARY,False,False
21464,8278,OTHER,True,False
21464,161441,SEQUEL,True,True
21498,99839,SEQUEL,False,False
21498,1055,ALTERNATIVE,True,True
21555,101084,SIDE_STORY,True,True
21555,101085,SEQUEL,True,True
21568,106541,SEQUEL,False,False
21613,98186,SIDE_STORY,True,True
21613,100878,SEQUEL,True,True
21613,104454,CHARACTER,True,False
21613,110178,CHARACTER,True,False
21613,135866,SIDE_STORY,True,True
21613,117074,CHARACTER,True,False
21613,194447,CHARACTER,True,False
21662,99148,SEQUEL,True,True
21672,20560,PREQUEL,True,True
21672,21673,SEQUEL,True,True
21672,101104,SIDE_STORY,True,True
21676,20920,PARENT,True,True
21677,143393,OTHER,True,False
21684,112300,PARENT,True,True
21685,8769,CHARACTER,True,False
21685,100523,SIDE_STORY,True,True
21685,2966,CHARACTER,True,False
21685,11757,CHARACTER,True,False
21685,20458,CHARACTER,True,False
21699,21202,PREQUEL,True,True
21699,97996,SIDE_STORY,True,True
21699,102976,SEQUEL,True,True
21730,12029,PREQUEL,True,True
21730,112019,SEQUEL,True,True
21730,126275,SUMMARY,True,True
21731,98507,PREQUEL,True,True
21731,101337,SEQUEL,True,True
21733,20972,PREQUEL,True,True
21738,21739,SIDE_STORY,True,True
21738,21482,PARENT,True,True
21742,21741,OTHER,True,False
21742,100130,OTHER,False,False
21742,135587,CHARACTER,False,False
21742,150085,PARENT,True,True
21744,21497,PREQUEL,True,True
21745,100815,SEQUEL,True,True
21745,20918,PREQUEL,True,True
21756,101078,ALTERNATIVE,True,True
21776,98502,SIDE_STORY,True,True
21776,98580,SEQUEL,True,True
21778,21450,PARENT,True,True
21788,98451,OTHER,True,False
21791,103223,PARENT,True,True
21813,21034,PREQUEL,True,True
21813,104198,SEQUEL,True,True
21823,100979,SIDE_STORY,True,True
21823,108714,SEQUEL,True,True
21823,170629,SIDE_STORY,True,True
21830,2747,SEQUEL,False,False
21830,3044,SEQUEL,False,False
21830,971,SEQUEL,True,True
21833,3335,ALTERNATIVE,False,False
21833,100652,SEQUEL,True,True
21836,21177,PREQUEL,True,True
21843,21846,OTHER,True,False
21843,21845,OTHER,False,False
21843,21844,OTHER,True,False
21844,21846,OTHER,True,False
21844,21845,OTHER,False,False
21844,21843,OTHER,True,False
21846,21845,OTHER,False,False
21846,21844,OTHER,True,False
21846,21843,OTHER,True,False
21851,98856,SIDE_STORY,True,True
21855,1546,PREQUEL,True,True
21855,157,PREQUEL,True,True
21855,98999,SEQUEL,True,True
21856,100166,SEQUEL,True,True
21856,21459,PREQUEL,True,True
21856,130183,SIDE_STORY,True,True
21857,101213,SIDE_STORY,True,True
21857,146953,SEQUEL,True,True
21858,14349,ALTERNATIVE,True,True
21858,19489,ALTERNATIVE,True,True
21858,21637,CHARACTER,True,False
21858,101817,CHARACTER,False,False
21861,9919,PREQUEL,True,True
21861,97891,SIDE_STORY,True,True
21861,158931,SEQUEL,True,True
21865,3805,OTHER,True,False
21865,10217,PARENT,True,True
21874,20631,PREQUEL,True,True
21874,103631,SEQUEL,True,True
21875,19815,SEQUEL,True,True
21878,98524,SIDE_STORY,True,True
21887,390,PREQUEL,True,True
21894,122173,SPIN_OFF,True,True
21898,21897,OTHER,True,False
87435,98847,SIDE_STORY,True,True
87435,101633,SEQUEL,True,True
87435,101596,SPIN_OFF,True,True
87435,101632,SPIN_OFF,True,True
87435,102714,CHARACTER,False,False
87435,102823,CHARACTER,False,False
87435,102482,CHARACTER,False,False
87435,113051,ALTERNATIVE,True,True
87435,102825,CHARACTER,False,False
87435,107741,CHARACTER,False,False
87435,118231,CHARACTER,False,False
87435,135605,CHARACTER,False,False
87435,142217,CHARACTER,False,False
87435,142963,CHARACTER,False,False
87435,146316,CHARACTER,False,False
87435,113469,CHARACTER,True,False
87435,187166,SPIN_OFF,True,True
87435,193413,SIDE_STORY,True,True
87458,100561,SEQUEL,True,True
87486,21459,PARENT,True,True
87496,99945,CHARACTER,True,False
87496,100328,CHARACTER,True,False
87496,99624,SEQUEL,True,True
87496,99790,CHARACTER,True,False
87496,98697,SIDE_STORY,True,True
87496,104187,SIDE_STORY,True,True
87498,131,PREQUEL,True,True
87498,128400,PREQUEL,True,True
87500,98851,SIDE_STORY,True,True
87506,20986,ALTERNATIVE,True,True
87506,87505,PREQUEL,True,True
87506,87507,SEQUEL,True,True
87506,121433,OTHER,False,False
87506,119774,OTHER,False,False
87507,20986,ALTERNATIVE,True,True
87507,87506,PREQUEL,True,True
87507,121433,OTHER,False,False
87507,119774,OTHER,False,False
87539,20947,OTHER,True,False
97590,98085,PREQUEL,False,False
97592,99394,SEQUEL,True,True
97607,21578,OTHER,True,False
97617,132806,SEQUEL,True,True
97619,20978,PREQUEL,True,True
97619,1412,ALTERNATIVE,False,False
97619,107313,SEQUEL,True,True
97625,108266,SEQUEL,True,True
97625,108267,SIDE_STORY,True,True
97631,103870,SEQUEL,True,True
97631,21409,PREQUEL,True,True
97637,21455,PREQUEL,True,True
97637,98292,SEQUEL,True,True
97638,188038,OTHER,True,False
97642,17909,PREQUEL,True,True
97642,207886,OTHER,False,False
97643,21560,PREQUEL,True,True
97645,21221,PREQUEL,True,True
97665,21382,PREQUEL,True,True
97667,21316,PREQUEL,True,True
97667,101499,SEQUEL,True,True
97670,21357,PREQUEL,True,True
97682,133175,SPIN_OFF,True,True
97709,135443,SEQUEL,True,True
97730,11235,PREQUEL,True,True
97734,21596,PREQUEL,True,True
97734,98402,SEQUEL,True,True
97745,122687,SEQUEL,False,False
97757,101100,SIDE_STORY,True,True
97757,118743,SEQUEL,True,True
97757,100269,SPIN_OFF,True,True
97757,21379,PREQUEL,True,True
97765,20693,PARENT,True,True
97765,99742,SEQUEL,True,True
97765,98556,SIDE_STORY,True,True
97765,102723,OTHER,True,False
97765,115519,SIDE_STORY,True,True
97765,122205,SIDE_STORY,True,True
97769,20800,PREQUEL,True,True
97769,122292,SEQUEL,True,True
97818,20689,PREQUEL,True,True
97820,21759,PREQUEL,True,True
97820,100280,SEQUEL,True,True
97820,103847,SIDE_STORY,True,True
97853,21458,PREQUEL,True,True
97853,99547,ALTERNATIVE,True,True
97855,99568,SIDE_STORY,True,True
97856,20800,PARENT,True,True
97856,100980,SEQUEL,False,False
97856,97858,OTHER,True,False
97857,98238,SPIN_OFF,True,True
97857,100133,SEQUEL,True,True
97857,99054,ALTERNATIVE,True,True
97858,97859,SEQUEL,True,True
97858,100791,ALTERNATIVE,True,True
97858,97856,SIDE_STORY,True,True
97859,97858,PREQUEL,True,True
97859,97860,SEQUEL,True,True
97859,100791,ALTERNATIVE,True,True
97859,100980,SIDE_STORY,False,False
97860,97859,PREQUEL,True,True
97860,20800,SEQUEL,True,True
97860,100791,ALTERNATIVE,True,True
97860,100981,SIDE_STORY,True,True
97862,99391,SEQUEL,True,True
97863,98878,SIDE_STORY,True,True
97874,21254,OTHER,True,False
97874,105907,ALTERNATIVE,True,True
97875,21051,PREQUEL,True,True
97876,103924,SEQUEL,True,True
97886,20727,PREQUEL,True,True
97886,101695,SIDE_STORY,True,True
97889,20996,PREQUEL,True,True
97889,99714,SEQUEL,True,True
97890,21473,PREQUEL,True,True
97890,98978,SEQUEL,True,True
97891,21861,PARENT,True,True
97903,207886,OTHER,False,False
97904,125909,SEQUEL,True,True
97904,125910,SIDE_STORY,True,True
97904,105244,CHARACTER,True,False
97905,17867,PREQUEL,True,True
97917,7785,PARENT,True,True
97920,132016,SIDE_STORY,True,True
97932,104286,SEQUEL,True,True
97933,21107,PREQUEL,True,True
97937,87530,PREQUEL,True,True
97938,1735,PREQUEL,True,True
97938,21220,ALTERNATIVE,True,True
97938,100721,SIDE_STORY,True,True
97938,165523,SEQUEL,False,False
97938,21579,ALTERNATIVE,True,True
97940,110318,SPIN_OFF,True,True
97940,106223,OTHER,True,False
97940,87528,ALTERNATIVE,True,True
97940,155017,OTHER,True,False
97940,131680,SIDE_STORY,True,True
97940,195604,SEQUEL,False,False
97983,21710,PREQUEL,True,True
97983,100283,SIDE_STORY,True,True
97983,100268,SIDE_STORY,True,True
97983,124132,OTHER,True,False
97983,166611,SEQUEL,True,True
97985,20755,PARENT,True,True
97985,21170,PARENT,True,True
97985,21864,OTHER,True,False
97986,100643,SEQUEL,True,True
97986,101343,SUMMARY,True,True
97986,101344,SUMMARY,True,True
97988,21123,PREQUEL,True,True
97996,21699,PARENT,True,True
98035,356,ALTERNATIVE,True,True
98035,6922,ALTERNATIVE,True,True
98035,19603,ALTERNATIVE,True,True
98035,20791,ALTERNATIVE,True,True
98058,108263,ALTERNATIVE,True,True
98058,114243,OTHER,True,False
98059,603,ALTERNATIVE,True,True
98059,21506,ALTERNATIVE,True,True
98059,100661,ALTERNATIVE,True,True
98059,1932,ALTERNATIVE,True,True
98059,5684,ALTERNATIVE,True,True
98059,7645,ALTERNATIVE,True,True
98059,1534,ALTERNATIVE,True,True
98059,9893,ALTERNATIVE,True,True
98059,12191,ALTERNATIVE,True,True
98059,16419,ALTERNATIVE,True,True
98059,20577,ALTERNATIVE,True,True
98059,21001,ALTERNATIVE,True,True
98059,98891,SIDE_STORY,True,True
98059,99642,CHARACTER,True,False
98059,101101,CHARACTER,True,False
98059,101908,CHARACTER,True,False
98059,105857,ALTERNATIVE,True,True
98059,106858,CHARACTER,True,False
98059,112748,ALTERNATIVE,True,True
98059,126905,ALTERNATIVE,True,True
98059,142080,ALTERNATIVE,True,True
98059,157883,ALTERNATIVE,True,True
98059,159429,CHARACTER,True,False
98059,171030,ALTERNATIVE,True,True
98059,185073,ALTERNATIVE,True,True
98059,202957,ALTERNATIVE,True,True
98069,98096,PREQUEL,True,True
98069,98791,SIDE_STORY,True,True
98069,98846,SPIN_OFF,True,True
98069,100262,SEQUEL,True,True
98077,100654,SIDE_STORY,True,True
98077,100655,SIDE_STORY,True,True
98077,196227,OTHER,True,False
98077,172896,OTHER,True,False
98077,196229,OTHER,True,False
98077,114717,ALTERNATIVE,True,True
98080,21124,OTHER,True,False
98080,97773,OTHER,True,False
98090,21530,PREQUEL,True,True
98090,104214,SEQUEL,True,True
98107,21559,PREQUEL,True,True
98107,107755,CHARACTER,True,False
98107,136206,CHARACTER,True,False
98107,132679,SEQUEL,True,True
98107,176275,CHARACTER,True,False
98107,184756,CHARACTER,True,False
98144,331,ALTERNATIVE,False,False
98144,99582,SPIN_OFF,True,True
98153,97672,SEQUEL,True,True
98186,21613,PARENT,True,True
98202,100305,SIDE_STORY,True,True
98206,21045,PREQUEL,True,True
98209,20454,PARENT,True,True
98220,21871,PARENT,True,True
98222,235,PARENT,False,False
98224,98223,PREQUEL,True,True
98229,21652,PREQUEL,True,True
98229,101385,SEQUEL,True,True
98231,481,OTHER,True,False
98231,482,OTHER,True,False
98231,3972,OTHER,True,False
98231,10015,OTHER,True,False
98231,20552,OTHER,True,False
98231,114072,OTHER,True,False
98231,142842,OTHER,True,False
98238,97857,PARENT,True,True
98239,3077,PREQUEL,False,False
98240,20826,PARENT,True,True
98240,113692,SEQUEL,True,True
98289,21236,PREQUEL,True,True
98289,101115,SEQUEL,True,True
98292,97637,PREQUEL,True,True
98297,145492,PREQUEL,True,True
98298,527,ALTERNATIVE,False,False
98310,10278,ALTERNATIVE,True,True
98310,101546,SIDE_STORY,True,True
98310,103923,SPIN_OFF,True,True
98310,137075,CHARACTER,True,False
98310,120755,PARENT,True,True
98310,17437,CHARACTER,True,False
98314,100876,SEQUEL,True,True
98314,107622,OTHER,True,False
98314,141351,SPIN_OFF,True,True
98320,101501,SIDE_STORY,True,True
98338,21460,PARENT,True,True
98344,15911,PARENT,True,True
98349,21584,PREQUEL,True,True
98349,100965,SEQUEL,True,True
98378,21603,PREQUEL,True,True
98378,101425,SEQUEL,True,True
98378,146859,PARENT,False,False
98378,176634,CHARACTER,False,False
98379,3713,PREQUEL,True,True
98383,21601,PREQUEL,True,True
98383,101498,SEQUEL,True,True
98402,97734,PREQUEL,True,True
98402,100181,SEQUEL,True,True
98420,21666,PREQUEL,True,True
98420,100966,SEQUEL,True,True
98421,21553,PREQUEL,True,True
98421,101985,SEQUEL,True,True
98425,101844,SEQUEL,True,True
98433,21668,PREQUEL,True,True
98436,100256,SIDE_STORY,True,True
98436,124337,CHARACTER,True,False
98436,130713,SEQUEL,True,True
98436,21688,SIDE_STORY,True,True
98438,20431,PREQUEL,True,True
98438,100852,SEQUEL,True,True
98442,19383,PARENT,True,True
98448,486,ALTERNATIVE,True,True
98448,108973,SIDE_STORY,True,True
98449,100912,OTHER,True,False
98451,21788,PARENT,True,True
98452,20817,PARENT,True,True
98452,99196,SEQUEL,True,True
98465,21725,PREQUEL,True,True
98467,126643,SEQUEL,True,True
98469,98470,SEQUEL,True,True
98469,237,ALTERNATIVE,True,True
98469,118077,PREQUEL,True,True
98472,110867,ALTERNATIVE,True,True
98478,21366,PREQUEL,True,True
98478,118037,OTHER,False,False
98491,147571,SEQUEL,True,True
98495,98496,SEQUEL,True,True
98495,20614,ALTERNATIVE,True,True
98495,18507,PREQUEL,True,True
98496,98495,PREQUEL,True,True
98496,98497,SEQUEL,True,True
98496,20614,ALTERNATIVE,True,True
98497,20614,PREQUEL,True,True
98497,98496,PREQUEL,True,True
98497,103588,SEQUEL,True,True
98502,21776,PARENT,True,True
98504,6336,PREQUEL,True,True
98504,104557,ALTERNATIVE,True,True
98504,21658,PREQUEL,True,True
98505,100519,SIDE_STORY,True,True
98505,101595,SEQUEL,True,True
98507,21731,SEQUEL,True,True
98511,99916,ALTERNATIVE,True,True
98517,21876,PREQUEL,True,True
98521,21755,PREQUEL,True,True
98524,21878,PARENT,True,True
98525,101816,PREQUEL,True,True
98525,20725,PARENT,True,True
98536,21406,PARENT,True,True
98542,21648,PREQUEL,True,True
98546,21250,PREQUEL,True,True
98548,21597,PARENT,True,True
98553,98552,PREQUEL,True,True
98554,232,ALTERNATIVE,False,False
98554,97881,SEQUEL,True,True
98556,97765,PARENT,True,True
98556,100225,SEQUEL,True,True
98565,21261,PREQUEL,True,True
98565,120851,SEQUEL,True,True
98565,145985,SIDE_STORY,True,True
98566,21896,PREQUEL,True,True
98572,20987,PREQUEL,True,True
98573,104562,ALTERNATIVE,True,True
98576,21126,PREQUEL,True,True
98580,21776,PREQUEL,True,True
98580,107717,SEQUEL,True,True
98586,21600,PREQUEL,True,True
98586,101523,SEQUEL,True,True
98595,106158,SPIN_OFF,False,False
98595,106159,SPIN_OFF,False,False
98595,106160,SPIN_OFF,False,False
98595,106161,SPIN_OFF,False,False
98595,106162,SPIN_OFF,False,False
98596,102946,SIDE_STORY,True,True
98596,154956,OTHER,True,False
98599,101046,SEQUEL,True,True
98599,21293,PREQUEL,True,True
98607,105973,OTHER,False,False
98607,123056,SIDE_STORY,True,True
98607,123077,CHARACTER,False,False
98607,123078,CHARACTER,False,False
98621,98622,PREQUEL,True,True
98622,20705,PARENT,True,True
98622,98621,SEQUEL,True,True
98629,20590,PREQUEL,True,True
98629,21184,SEQUEL,True,True
98630,101875,SEQUEL,True,True
98642,21177,PARENT,True,True
98657,104530,SEQUEL,True,True
98659,145545,SEQUEL,True,True
98663,98662,PREQUEL,True,True
98663,21196,PARENT,True,True
98663,97918,SEQUEL,True,True
98697,87496,PARENT,True,True
98702,21518,PREQUEL,True,True
98702,99255,SEQUEL,True,True
98707,19581,ALTERNATIVE,False,False
98739,104104,SEQUEL,True,True
98751,13163,PREQUEL,False,False
98765,98764,PREQUEL,True,True
98765,109930,SEQUEL,True,True
98766,4399,OTHER,True,False
98766,6041,OTHER,True,False
98766,21148,OTHER,True,False
98766,21369,OTHER,True,False
98772,21606,OTHER,True,False
98772,21605,OTHER,True,False
98772,133353,PARENT,False,False
98778,21711,PARENT,True,True
98791,98069,PARENT,True,True
98791,98846,SEQUEL,True,True
98843,21873,PREQUEL,True,True
98846,98069,PARENT,True,True
98846,98791,PREQUEL,True,True
98847,87435,PARENT,True,True
98851,87500,PARENT,True,True
98856,21851,PARENT,True,True
98868,20485,PREQUEL,True,True
98868,98866,SEQUEL,True,True
98872,20548,ALTERNATIVE,True,True
98872,101697,SEQUEL,True,True
98873,20832,PARENT,True,True
98873,98874,SEQUEL,True,True
98873,101098,SIDE_STORY,True,True
98874,20832,PARENT,True,True
98874,98873,PREQUEL,True,True
98874,98437,SEQUEL,True,True
98874,101098,SIDE_STORY,True,True
98876,21460,PARENT,True,True
98876,21638,PREQUEL,True,True
98876,101992,SEQUEL,True,True
98876,100178,SEQUEL,True,True
98878,97863,PARENT,True,True
98884,20992,PARENT,True,True
98884,21244,PREQUEL,True,True
98884,98885,SEQUEL,True,True
98885,21698,PARENT,True,True
98885,98884,PREQUEL,True,True
98891,98059,PARENT,True,True
98891,117403,OTHER,True,False
98891,21506,CHARACTER,True,False
98897,11339,PREQUEL,True,True
98951,100518,SIDE_STORY,True,True
98977,21296,ALTERNATIVE,True,True
98977,117913,SEQUEL,False,False
98978,97890,PREQUEL,True,True
98978,101743,SEQUEL,True,True
98997,21298,PARENT,True,True
98999,21855,PREQUEL,True,True
99054,97857,ALTERNATIVE,True,True
99055,569,OTHER,False,False
99055,1168,OTHER,False,False
99083,114843,PREQUEL,True,True
99085,8687,PARENT,True,True
99255,98702,PREQUEL,True,True
99255,100773,SEQUEL,True,True
99255,21518,PREQUEL,True,True
99255,101924,SIDE_STORY,True,True
99302,21,PARENT,False,False
99348,99817,SEQUEL,True,True
99349,4057,OTHER,True,False
99363,21710,PARENT,True,True
99391,97862,PREQUEL,True,True
99394,97592,PREQUEL,True,True
99420,100180,SIDE_STORY,True,True
99534,87479,PREQUEL,True,True
99547,97853,ALTERNATIVE,True,True
99547,21893,PREQUEL,True,True
99555,21819,CHARACTER,True,False
99582,98144,PARENT,True,True
99634,16498,PARENT,True,True
99634,99147,PARENT,True,True
99642,101101,SEQUEL,True,True
99642,21001,CHARACTER,True,False
99642,21506,CHARACTER,True,False
99642,98059,CHARACTER,True,False
99714,97889,PREQUEL,True,True
99714,100784,SEQUEL,True,True
99718,21802,PREQUEL,True,True
99726,100684,SEQUEL,True,True
99731,19319,PARENT,True,True
99731,20739,PARENT,True,True
99731,99732,PARENT,True,True
99732,19319,PREQUEL,True,True
99732,20739,SEQUEL,True,True
99732,99731,OTHER,True,False
99733,87476,PREQUEL,True,True
99741,21797,PREQUEL,True,True
99741,104712,SEQUEL,True,True
99742,97765,PREQUEL,True,True
99742,100225,SIDE_STORY,True,True
99742,101267,SEQUEL,True,True
99742,122206,SIDE_STORY,True,True
99790,87496,CHARACTER,True,False
99796,21277,OTHER,True,False
99796,20753,OTHER,True,False
99817,99348,PREQUEL,True,True
99856,4044,ALTERNATIVE,False,False
99856,4823,ALTERNATIVE,True,True
99856,101411,SEQUEL,True,True
99856,107876,ALTERNATIVE,True,True
99911,7262,ALTERNATIVE,True,True
99912,21233,PREQUEL,True,True
99937,112010,SEQUEL,True,True
99937,102596,CHARACTER,True,False
99938,21649,PREQUEL,True,True
99938,107208,SEQUEL,True,True
99939,103256,PREQUEL,True,True
99939,106863,ALTERNATIVE,True,True
99945,87496,PARENT,True,True
99964,20933,OTHER,True,False
99994,99995,SEQUEL,True,True
100072,21886,PARENT,True,True
100168,105931,PARENT,True,True
100180,99420,PARENT,True,True
100184,21772,PREQUEL,True,True
100225,99742,PARENT,True,True
100225,98556,PREQUEL,True,True
100225,103311,SEQUEL,True,True
100227,21051,PARENT,True,True
100256,98436,PARENT,True,True
100256,148584,SEQUEL,True,True
100262,98069,PREQUEL,True,True
100262,103744,CHARACTER,False,False
100282,10348,SEQUEL,True,True
100282,125491,PREQUEL,True,True
100283,97983,PARENT,True,True
100290,966,PARENT,False,False
100290,103690,SEQUEL,True,True
100290,100289,PREQUEL,True,True
100305,98202,PARENT,True,True
100328,87496,PARENT,True,True
100469,21361,PARENT,True,True
100484,98143,PARENT,True,True
100519,98505,PARENT,True,True
100570,7768,PARENT,True,True
100659,21853,PREQUEL,True,True
100684,99726,PREQUEL,True,True
100720,21854,PREQUEL,True,True
100728,127149,CHARACTER,True,False
100728,116756,PREQUEL,True,True
100729,97815,PARENT,True,True
100791,97858,ALTERNATIVE,True,True
100791,97859,ALTERNATIVE,True,True
100791,97860,ALTERNATIVE,True,True
100791,20800,SEQUEL,True,True
100791,119042,CHARACTER,True,False
100979,21823,PARENT,True,True
100981,100980,PREQUEL,False,False
100981,97860,OTHER,True,False
101084,21555,PARENT,True,True
101098,87489,ALTERNATIVE,True,True
101098,98873,PARENT,True,True
101098,98874,PARENT,True,True
101104,21672,PARENT,True,True
101339,12471,PREQUEL,True,True
101811,101812,SEQUEL,True,True
101811,1575,ALTERNATIVE,True,True
101811,125783,SIDE_STORY,False,False
101913,14629,PREQUEL,True,True
101965,21155,PREQUEL,True,True
101965,21403,PARENT,True,True
101996,21242,PARENT,True,True
101999,21377,PARENT,True,True
102167,21709,PARENT,True,True
102940,102941,SEQUEL,True,True
102940,102942,OTHER,False,False
102946,98596,PARENT,True,True
102946,154956,SEQUEL,True,True
103740,20742,OTHER,True,False
103809,21741,PARENT,True,True
104557,98504,ALTERNATIVE,True,True
104557,6336,PREQUEL,True,True
104557,21658,PREQUEL,True,True
107348,6347,PARENT,True,True
107351,20992,PARENT,True,True
107351,21698,PARENT,True,True
107622,98314,PARENT,True,True
107875,21407,PARENT,True,True
110219,10278,PARENT,True,True
110219,120755,ALTERNATIVE,True,True
110286,3269,PARENT,True,True
110286,873,PARENT,True,True
110286,48,PARENT,True,True
110286,298,PARENT,True,True
110286,9332,PARENT,True,True
110292,98762,PARENT,True,True
110452,110451,SPIN_OFF,False,False
110643,21237,PARENT,True,True
110694,20510,CHARACTER,True,False
110694,18179,CHARACTER,True,False
110694,3545,CHARACTER,False,False
110694,21038,CHARACTER,True,False
110694,107693,CHARACTER,True,False
112900,2904,PARENT,True,True
113139,6654,PREQUEL,False,False
114814,2165,CHARACTER,True,False
114814,101555,SEQUEL,True,True
114814,130445,PREQUEL,True,True
114843,99083,SEQUEL,True,True
115345,21367,PARENT,True,True
115763,21724,PARENT,True,True
115914,71,PARENT,True,True
115914,115916,SEQUEL,True,True
116053,21895,PREQUEL,True,True
116785,116784,SEQUEL,True,True
117403,98891,PARENT,True,True
117960,140377,SEQUEL,True,True
119873,20455,OTHER,True,False
120378,3638,PARENT,True,True
121689,121690,SPIN_OFF,True,True
122062,20986,PARENT,True,True
122173,21894,PARENT,True,True
122205,97765,PARENT,True,True
122206,99742,PARENT,True,True
123056,98607,PARENT,True,True
126605,1199,PREQUEL,False,False
20574,104307,SEQUEL,True,True
20628,100780,SEQUEL,True,True
20628,820,ALTERNATIVE,False,False
20875,101471,SEQUEL,True,True
21127,21624,PREQUEL,True,True
21127,104174,SIDE_STORY,True,True
21451,73,PREQUEL,True,True
21665,102498,SEQUEL,True,True
21665,102651,OTHER,False,False
21717,6922,ALTERNATIVE,True,True
21717,356,ALTERNATIVE,True,True
21717,19603,ALTERNATIVE,True,True
21717,20791,ALTERNATIVE,True,True
21746,227,PREQUEL,True,True
21746,21748,SEQUEL,True,True
21748,21746,PREQUEL,True,True
21748,146472,SEQUEL,True,True
21748,146473,SEQUEL,True,True
21770,101369,SEQUEL,True,True
21770,161,PREQUEL,True,True
21798,102346,SEQUEL,True,True
21798,14467,PARENT,True,True
21798,109670,OTHER,True,False
21827,101432,SIDE_STORY,True,True
21827,109190,SEQUEL,True,True
21827,154164,OTHER,False,False
21879,5231,PARENT,True,True
21879,104077,SEQUEL,True,True
21879,99059,PREQUEL,True,True
87495,101169,SPIN_OFF,True,True
87495,103110,SEQUEL,True,True
87495,103394,CHARACTER,False,False
87495,103396,CHARACTER,False,False
87495,103393,CHARACTER,False,False
87495,103392,CHARACTER,False,False
87495,103948,CHARACTER,False,False
87495,103395,CHARACTER,False,False
87495,103398,CHARACTER,False,False
87495,103397,CHARACTER,False,False
87495,114434,CHARACTER,False,False
87495,114958,CHARACTER,False,False
87495,186346,SUMMARY,False,False
87495,186347,SPIN_OFF,False,False
87495,191893,SUMMARY,False,False
97604,97605,OTHER,False,False
97767,20745,PREQUEL,True,True
97881,372,PREQUEL,True,True
97881,163326,SEQUEL,False,False
97881,98554,PREQUEL,True,True
97888,551,PREQUEL,True,True
97888,87501,SIDE_STORY,True,True
97888,108522,SEQUEL,True,True
97888,176287,ADAPTATION,True,False
126910,129844,SEQUEL,True,True
130183,21856,PARENT,True,True
130244,115188,CHARACTER,True,False
130741,132300,SIDE_STORY,True,True
132016,97920,PARENT,True,True
135443,97709,PREQUEL,True,True
139037,98093,PREQUEL,True,True
139037,156009,SEQUEL,False,False
140113,110214,ALTERNATIVE,False,False
140113,191370,PREQUEL,True,True
145746,145745,PREQUEL,True,True
155014,21366,PARENT,True,True
158627,153518,OTHER,True,False
168581,506,ALTERNATIVE,False,False
174841,1960,PARENT,False,False
177227,177226,PREQUEL,True,True
177227,177228,SEQUEL,True,True
177442,21175,PARENT,True,True
180851,9339,PREQUEL,True,True
185122,109639,ALTERNATIVE,True,True
187052,8644,PARENT,True,True
187052,187053,SEQUEL,True,True
188037,100790,PARENT,True,True
189723,189722,PREQUEL,True,True
189723,189724,SEQUEL,True,True
189723,189725,OTHER,False,False
97907,184376,SEQUEL,False,False
97910,21578,PREQUEL,True,True
97919,1254,PARENT,False,False
97989,21300,PREQUEL,True,True
98034,21804,PREQUEL,True,True
98034,104580,SEQUEL,True,True
98034,112625,SEQUEL,True,True
98034,918,CHARACTER,True,False
98319,4719,ALTERNATIVE,True,True
98384,21311,PARENT,True,True
98384,21679,PARENT,True,True
98389,108971,OTHER,False,False
98437,20832,PREQUEL,True,True
98437,101083,SIDE_STORY,True,True
98437,101474,SEQUEL,True,True
98437,98874,PREQUEL,True,True
98444,104459,SEQUEL,True,True
98444,101206,SIDE_STORY,True,True
98444,104461,SIDE_STORY,True,True
