seed,split,method,macro_f1,samples_f1,hamming_loss,mAP,predicted_labels_per_item,run_dir
42,validation,model_threshold_0.5,0.09266023073539359,0.28021395296149976,0.11775200713648529,0.25937685705419394,0.6699375557537912,experiments/sho-huber-prep/outputs_d035/seed_42
