Epoch,Train_Loss,Val_Loss,Macro_F1,Samples_F1,Hamming_Loss,mAP
32,0.015361346139301077,0.9593230271105464,0.20576489830209416,0.3058038007190549,0.15498380205643458,0.23844479544707878
33,0.029719531959912813,0.8929486632559791,0.21309177839567642,0.33468481166964664,0.17254331189257713,0.2271933739034283
34,0.025824864514224482,0.7960703260764599,0.2412684565158273,0.3469721427348546,0.1513216582938166,0.25073059785271906
35,0.01499929067921952,0.8550437366611504,0.21628300310547696,0.30803066989507666,0.14845767406920513,0.2459888794001408
36,0.008555344934629847,0.8263226675200314,0.21682829214357047,0.3428120249262087,0.14484248086764637,0.24397009569865422
37,0.0053131936526220665,0.8874766772395261,0.20699512323441072,0.3164523404041691,0.14249495281468613,0.24274365709853646
38,0.004113435781553248,0.8890378377354645,0.2115794179979444,0.32647540783134,0.14183764495985726,0.2504244158630595
39,0.002820422668235107,0.8651324314905212,0.22291861352702114,0.3582520760040831,0.1411803371050284,0.24794487448054828
40,0.0020686696876890385,0.869559218902656,0.21918245170911899,0.34128947175334323,0.14254190337574535,0.24593070775473666
41,0.0016585483177836626,0.883187399284846,0.21954067837889935,0.3328481707607488,0.14465467862340955,0.24330102702085446
42,0.0016800642292962174,0.8874005610978997,0.21449437189932083,0.34195529913638745,0.14150899103244283,0.24537149018939203
43,0.002451551924605724,0.8840091133840801,0.22218551096796965,0.3257788152971025,0.14268275505892294,0.25579206337194477
44,0.004844764320216628,1.127508913269009,0.18328810450173527,0.29837762099135867,0.1443729752570543,0.23560224981802366
45,0.0342864485246882,0.905499583796451,0.21703190130331212,0.31924089885731277,0.15446734588478334,0.24115702436919087
46,0.034791937817636315,0.9050831583118354,0.21102964433593857,0.34422593463628254,0.14540588760035683,0.24934205650235128
47,0.014197839923831845,0.8642611581762384,0.2329643718809733,0.3537812816581773,0.1563923188882107,0.24532760379169558
48,0.006465086574311952,0.9205828793446578,0.20549819973324274,0.3102919728700282,0.1381285506361801,0.24748027725495278
49,0.00331842995262148,0.8875039383091106,0.23371610485163327,0.3478699959966686,0.14460772806235034,0.24810800575951705
50,0.0020577640146630747,0.8976609282574411,0.22062772547509213,0.33274783002704506,0.14484248086764637,0.24413340964135918
51,0.0013791534498851894,0.9345279859709591,0.21387792562091382,0.3618692339477353,0.14108643598290999,0.2461780048051244
52,0.0011949359026303512,0.9333795154870992,0.22428658433796667,0.3571768404061,0.13756514390346963,0.24635403270519457
53,0.0011540196034695465,0.9313598184262292,0.22276898134901782,0.3411209714064308,0.1410394854218508,0.24520713298326693
54,0.0009972117120211534,0.9481187127297952,0.21269641855152246,0.33711802619028314,0.13770599558664726,0.2496766408096697
55,0.0009543707994905606,0.9427467928094379,0.2168030825989924,0.3479279220135598,0.13897366073524578,0.2461659477654789
56,0.0008730800302868795,0.9442858695983887,0.2177808435919924,0.345846897675622,0.13958401802901543,0.24840646650765139
57,0.0008859701707667623,0.9474968108399227,0.22229288700043096,0.3482866771448395,0.14432602469599512,0.24675160436684115
58,0.0008083290130675544,0.9600084684024848,0.21388779555355936,0.3444484349033858,0.14310531010845579,0.24585100380608807
59,0.0008140074038994069,0.9812735691334284,0.2219968498687423,0.3526591903487532,0.13723648997605523,0.24739921823371674
60,0.001034168549047799,1.0345226851666645,0.2077493610742854,0.3358125668562778,0.13779989670876566,0.24416882599300754
61,0.025579413513890984,1.4299729894464512,0.1422659401019366,0.24497433877451721,0.16963237710690643,0.23525309851703619
62,0.051232908316604577,0.8972154518624271,0.20833466490935204,0.3284873714846953,0.14268275505892294,0.24000300623288587
63,0.012943253392952353,0.904594225079539,0.2200679387167963,0.34302654427542917,0.14662660218789614,0.24367163497729205
64,0.005116064013856918,0.886663237658066,0.23259548611705472,0.3631998589179677,0.14160289215456126,0.24753725891758713
65,0.0022730333558106464,0.9101679572880428,0.22342547295523454,0.3553490171242178,0.14019437532278511,0.25081819582153925
66,0.001460086535878425,0.9318257336314505,0.22343284104998792,0.33273296234937627,0.14399737076858068,0.25042705184496095
67,0.0012905513761029398,0.9184069738762385,0.22985982894720083,0.364624259673323,0.1421193483262125,0.2511132336989654
68,0.001033494343390921,0.938541263581173,0.21630529110641808,0.3510766515672849,0.1391145124184234,0.2513355098392444
69,0.0008781643223076305,0.9537465871177966,0.22183829255068493,0.3573840868220886,0.1411333865439692,0.24993224216136686
70,0.0008717270404421525,0.962572710733133,0.217953874432945,0.3571828260945121,0.13733039109817363,0.251223627519242
71,0.0007495091551599709,0.9552385869779085,0.21874827042581269,0.3564507699654889,0.13765904502558807,0.24978479353173988
72,0.0007721576584096816,0.963746934039161,0.22023362910602726,0.36424214104856384,0.13775294614770647,0.2522986279567382
73,0.0007172793302731045,0.959892552415778,0.2198890968064914,0.34996106084420087,0.14089863373867317,0.2523066112705033
74,0.0006979690209849261,0.9863857243552365,0.22282488263388708,0.36323255493639073,0.14047607868914033,0.2497964104780249
75,0.0007291030748309546,1.0155692783240013,0.20933788099342532,0.34598270200411146,0.13897366073524578,0.24937917781696467
76,0.00071559800627911,0.9898862548431683,0.21321542900918927,0.34657142342244923,0.1392084135405418,0.24984029756026666
77,0.0006959888982232443,0.9906828489609854,0.21751960026645087,0.3523944040893193,0.13939621578477862,0.2503263593913544
78,0.0006748598461602453,1.0099327831157714,0.21787965029811832,0.35789982145914345,0.13789379783088407,0.24821536815729672
79,0.0006950576547784248,0.9962302476141094,0.2197523442806884,0.3601252103036224,0.13723648997605523,0.25207867164625297
80,0.0008186893908578752,1.028359616366377,0.2264867162329943,0.35853102195653486,0.1421193483262125,0.25182254726661424
81,0.04561921093536798,0.9149454524217175,0.18597664986205667,0.2781915626251041,0.16521902436734118,0.2198816935182179
82,0.03717530946199138,0.854989863739388,0.21833069635326666,0.3665904617733342,0.13873890792994975,0.25085568502620104
83,0.008160073533011635,0.8968289924135812,0.2304810731763313,0.35066286671995855,0.1443729752570543,0.2502105376524714
84,0.0033247189544592763,0.9145416885906835,0.2172814396405048,0.3297587188309757,0.1383163528804169,0.25169196752004713
85,0.0016733780170676373,0.9046079766846044,0.23046678268180323,0.35759455135012674,0.13667308324334476,0.25623042784503636
86,0.00123756665694872,0.918724228610533,0.23379040743168997,0.35351739647011726,0.13953706746795624,0.2530414836112443
87,0.001066574268824169,0.915407976117334,0.23542597520760897,0.36072133337967416,0.13761209446452885,0.2554281818009458
88,0.001065286693055184,0.9349216767233679,0.22630502166911975,0.3559888421619019,0.1370956382928776,0.2530866349014475
89,0.0007795555709318042,0.9428055744741135,0.22733387433142585,0.3614006768333262,0.13779989670876566,0.25423185752773225
90,0.0007179127507384408,0.9647864358537863,0.22789150257265162,0.34607564108010136,0.13789379783088407,0.25421058229810706
91,0.0006869848360043946,0.9576438276178596,0.22537878369324732,0.35700550812058396,0.13841025400253534,0.25361542776268975
92,0.0006820733234034631,0.964228067729858,0.23507317548866838,0.3613433300766039,0.13742429222029204,0.2534354406417193
93,0.0006593322427154748,0.9856405013592301,0.22593183844670328,0.3502423238373283,0.13779989670876566,0.25255346112405547
94,0.0005976045031482277,0.9873566548809423,0.2257759042575013,0.33695821474590426,0.14136813934926523,0.25216669020151966
95,0.0006366213589314647,0.9866672306588247,0.23025140946697784,0.3632622902917283,0.14019437532278511,0.251175396925609
96,0.0006968653629059499,1.0414177527074617,0.20888043368106832,0.34611174829729685,0.13672003380440395,0.2525544195471807
97,0.0006627823695142404,1.0023021105673566,0.22958221871601808,0.3653087521062543,0.13775294614770647,0.25244981997110455
98,0.00064974671511342,1.0256935741941808,0.2226080913383842,0.3631118757345341,0.13765904502558807,0.25281685334074977
99,0.0006929723452399429,0.9982736896554026,0.23086311933498024,0.3590529997309658,0.1392084135405418,0.2541216728501274
100,0.0006533628273080891,1.0293936864485387,0.22406823205766518,0.35591025586565284,0.13728344053711442,0.2516446079268796
