split,method,macro_f1,macro_f1_std,samples_f1,samples_f1_std,hamming_loss,hamming_loss_std,mAP,mAP_std,predicted_labels_per_item,predicted_labels_per_item_std
validation,model_threshold_0.5,0.34734271187601967,0.03318302510967859,0.5047429443058347,0.02709825824358238,0.10723508145922343,0.0021148609098183392,0.44219679714568655,0.0023706038424872863,1.6934284864704132,0.24018198335213262
