seed,split,method,macro_f1,samples_f1,hamming_loss,mAP,predicted_labels_per_item,run_dir
43,validation,model_threshold_0.5,0.09342854970083542,0.2670581821786104,0.11920747452932062,0.2667167189616688,0.6458519179304193,experiments/sho-huber-prep/outputs_d035/seed_43
