split,method,macro_f1,macro_f1_std,samples_f1,samples_f1_std,hamming_loss,hamming_loss_std,mAP,mAP_std,predicted_labels_per_item,predicted_labels_per_item_std
validation,model_threshold_0.5,0.4600621360126406,0.021759777687430214,0.5626399602313965,0.009671380493618986,0.12100724603659015,0.005941116897322605,0.4783763702638159,0.005713027530162341,2.7056199821587867,0.2949970555943678
