seed,split,method,macro_f1,samples_f1,hamming_loss,mAP,predicted_labels_per_item,run_dir
43,validation,model_threshold_0.5,0.11765977906992331,0.2720657576143749,0.11934832621249825,0.258069075822325,0.7127564674397859,experiments/sho-huber-prep/outputs_d020/seed_43
