epoch,train_loss,val_loss,mAP,macro_f1,samples_f1,hamming_loss,learning_rate,epoch_seconds
1,0.2083480982518534,0.1904060211461319,0.433588967632345,0.2854350526104336,0.4453414609971255,0.1058265646274473,5e-05,
2,0.1719187829072445,0.1851517299554052,0.4603818422421311,0.3483941367491546,0.5025579485436755,0.103244283769191,5e-05,
3,0.1396663512693953,0.192525900561399,0.4645574481007986,0.3856188585191701,0.5063697379040822,0.1040424433071975,5e-05,
4,0.1017846060781403,0.2123040834327131,0.465601023144655,0.3887569104312061,0.520018266003993,0.1039015916240199,5e-05,
5,0.0680046899268519,0.2975219787762274,0.4557339392361254,0.402599930493419,0.5422284524871501,0.1128691487863279,5e-05,
6,0.043319254128315,0.3464677972282075,0.4544205876777556,0.4141811926423198,0.5498115820149719,0.1122587914925583,5e-05,
7,0.0280791228693038,0.3768113933629908,0.4629331546416734,0.4285674320348723,0.534933249919869,0.1136203577632752,5e-05,
8,0.018055160541245,0.4355684929028033,0.4536104616796124,0.3910523077784116,0.531443113334282,0.1117892858819663,5e-05,
9,0.013192778715149,0.512841776565023,0.4556255304109264,0.4187266461613185,0.5385421694966744,0.1173294520869524,5e-05,
10,0.0096485325918965,0.5096333664139927,0.4554700530723583,0.4185328804001768,0.5356155540366068,0.1139959622517489,5e-05,
11,0.0086020171443499,0.5390406130255598,0.4604143494353781,0.4310129466413531,0.5417281647879328,0.1125404948589135,5e-05,
12,0.007029820729554,0.5731925906532052,0.4543399138271784,0.4267624938967682,0.5427544850827634,0.1128221982252687,5e-05,
13,0.0063248515284327,0.5939190257722836,0.4538012073794452,0.4191050059031027,0.5364075957742327,0.1123996431757359,5e-05,
14,0.0075816980795908,0.6146440993027428,0.4432088568959503,0.4180968092323674,0.5335619480133307,0.1178928588196629,5e-05,
