split,method,macro_f1,macro_f1_std,samples_f1,samples_f1_std,hamming_loss,hamming_loss_std,mAP,mAP_std,predicted_labels_per_item,predicted_labels_per_item_std
validation,model_threshold_0.5,0.3859251615467281,0.01360430182684797,0.4812174978085142,0.014144905285576347,0.20043194516174467,0.02332970497178394,0.37629483927398294,0.006462984862917839,4.610764198632174,0.5881422524048684
