split,method,macro_f1,macro_f1_std,samples_f1,samples_f1_std,hamming_loss,hamming_loss_std,mAP,mAP_std,predicted_labels_per_item,predicted_labels_per_item_std
validation,model_threshold_0.5,0.3319702162900227,0.004218200909579529,0.4388397642385678,0.000864228807536388,0.24667824780506123,0.0034625839837536705,0.31843130669134495,0.0014111478403842296,5.934879571810883,0.09877734156110834
