macro_f1,samples_f1,hamming_loss,mAP,predicted_labels_per_item,seed,split,method,run_dir
0.0725565438966571,0.1476381632046217,0.1219306070707545,0.2754686640582048,0.3068688670829616,42,validation,model_threshold_0.5,experiments/sho-step1-focal/outputs/seed_42
0.06367694243273997,0.13958200586211292,0.12066294192215597,0.27384869469564144,0.29348795718108833,43,validation,model_threshold_0.5,experiments/sho-step1-focal/outputs/seed_43
0.07051282414433176,0.18040864874049528,0.11972393070097187,0.2782795036531457,0.3648528099910794,44,validation,model_threshold_0.5,experiments/sho-step1-focal/outputs/seed_44
