split,method,macro_f1,macro_f1_std,samples_f1,samples_f1_std,hamming_loss,hamming_loss_std,mAP,mAP_std,predicted_labels_per_item,predicted_labels_per_item_std
validation,model_threshold_0.5,0.06891543682457628,0.004650329582565789,0.15587627260240997,0.021624142226159812,0.12077249323129412,0.0011074097106489843,0.2758656208023306,0.0022419183742958208,0.3217365447517098,0.03793443598624166
