epoch,train_loss,val_loss,mAP,macro_f1,samples_f1,hamming_loss,learning_rate,epoch_seconds
1,0.7236699461936951,1.3093180656433105,0.7,0.03508771929824561,0.1,0.47368421052631576,0.001,0.1496005419176072
