split,method,macro_f1,macro_f1_std,samples_f1,samples_f1_std,hamming_loss,hamming_loss_std,mAP,mAP_std,predicted_labels_per_item,predicted_labels_per_item_std
validation,model_threshold_0.5,0.39806645907143584,0.0050967478477707525,0.5067076776265002,0.0013399641224094946,0.13291703835860838,0.002582280858256264,0.39382825499188373,0.007297268713597629,2.6000594707106752,0.09370600806618389
