epoch,train_loss,val_loss,mAP,macro_f1,samples_f1,hamming_loss,learning_rate,epoch_seconds
1,0.4679570496082306,0.7124835848808289,0.9,0.15789473684210523,0.2777777777777778,0.6842105263157895,5e-05,14.635912042111158
