split,method,macro_f1,macro_f1_std,samples_f1,samples_f1_std,hamming_loss,hamming_loss_std,mAP,mAP_std,predicted_labels_per_item,predicted_labels_per_item_std
validation,model_threshold_0.5,0.3903098498049899,0.01145060670172294,0.49347013714044197,0.006319632019151222,0.20911779895769755,0.008706006469035552,0.38248904934007194,0.00828512678346811,5.137377341659232,0.2838996189966604
