split,method,macro_f1,macro_f1_std,samples_f1,samples_f1_std,hamming_loss,hamming_loss_std,mAP,mAP_std,predicted_labels_per_item,predicted_labels_per_item_std
validation,model_threshold_0.5,0.3942231364724928,0.008329674545845355,0.4958559496472075,0.0019922733315711335,0.12986525188976009,0.0010829205685403756,0.3912447178375864,0.0047058702149982996,2.43978590544157,0.024977698483496846
