split,method,macro_f1,macro_f1_std,samples_f1,samples_f1_std,hamming_loss,hamming_loss_std,mAP,mAP_std,predicted_labels_per_item,predicted_labels_per_item_std
validation,model_threshold_0.5,0.10485920339503842,0.014433970655650366,0.2945034431653522,0.01906822716727248,0.11898837191104433,0.0029178681438332397,0.26178201563558634,0.003672523780797541,0.7671721677074043,0.14121351243638303
