epoch,seed,train_loss,val_loss,macro_f1,samples_f1,hamming_loss,mAP
1,44,0.03219073462931455,0.029687552172009378,0.060885396462386866,0.16659091230902112,0.12324522278041222,0.2013390057560324
2,44,0.030115525347703773,0.02974359214432159,0.07016250386733079,0.25939920422525237,0.12333912390253063,0.20539199144631337
3,44,0.029697667583374023,0.0295769744531902,0.07165103138454364,0.2446037409908953,0.12282266773087938,0.21869943795624538
4,44,0.029584023440201605,0.02903143553118106,0.08474146670828696,0.26276921116350194,0.12024038687262313,0.2324668181179525
5,44,0.029375491155781648,0.02967858523708651,0.08460502374475123,0.29138595075258766,0.12221231043710973,0.2259954015137498
6,44,0.029311330220612667,0.028749534664185422,0.07392114984103805,0.250660549679283,0.11934832621249825,0.24303171977310178
7,44,0.029209120462354212,0.029594411560060933,0.070961538839078,0.2555909547881002,0.12310437109723461,0.2341652986394022
8,44,0.028949052035522418,0.02914987600854632,0.07770409862594665,0.2543611854494995,0.12056904080003757,0.2280256470867546
9,44,0.02883789714176673,0.030908105567589494,0.05813190825157885,0.20792518018209366,0.12676651485985257,0.19983663917884087
10,44,0.028695189835855346,0.029581556970670646,0.07302972361829718,0.2550804978548065,0.12249401380346495,0.2582409284803352
11,44,0.02842705242503823,0.028997969736380837,0.09027201950012365,0.2785799243872393,0.11878491947978778,0.2487988129459371
12,44,0.028381804879590498,0.028963399843298675,0.0876601842158685,0.3029020290840094,0.11977088126203109,0.24984703360805466
13,44,0.02816127496025479,0.028314642285816802,0.0937392452249877,0.28546861504042587,0.11685994647636039,0.2550927884866986
14,44,0.027955354304593883,0.029050489058460537,0.09920743679066689,0.2973521374056611,0.11939527677355745,0.24800751717534586
15,44,0.027686040716442702,0.029108797553112527,0.08801123305701287,0.27482264984495136,0.1200056340673271,0.24608196461630855
16,44,0.02738186291933552,0.029043851073010492,0.10103569204583927,0.2620187474335556,0.12019343631156393,0.256399588908139
17,44,0.02688202859813665,0.029057367589328035,0.09766289061956568,0.2642644747461875,0.11925442509037983,0.2598765925183358
18,44,0.026550806867493386,0.029564191702749983,0.11989360225413542,0.3121794599493083,0.12211840931499131,0.26112566101588497
19,44,0.025955925292063135,0.02951089128931647,0.09935479484884965,0.2746378658510683,0.12122634865486642,0.24335232406537868
20,44,0.025225698292019167,0.02985009063869369,0.13626619804468523,0.3177590869829942,0.12371472839100427,0.24429484320872535
21,44,0.024524563978378017,0.029464073259845364,0.1254592301098209,0.27392492530761936,0.12075684304427438,0.25327865344569367
22,44,0.02367289185414187,0.030296289796519767,0.13378990514215894,0.32000198235702243,0.1239964317573595,0.24596647511532801
23,44,0.022838381882991938,0.030707734966788518,0.1369988460621472,0.301848547923481,0.12535799802807643,0.24783096712166475
24,44,0.02205099732925633,0.030179969514458442,0.14876517507627074,0.32603471956727975,0.12376167895206348,0.2576482565744092
25,44,0.02106152988859648,0.030395983127639508,0.14530679073035743,0.3288291349843535,0.12385558007418189,0.25522570324652866
26,44,0.020043760655803235,0.03218115708000632,0.15785007512770846,0.2930447587896294,0.1321658293816611,0.2547560867759823
27,44,0.018992990556057507,0.031897919855672904,0.14327985985883807,0.3214583067839089,0.13146157096577304,0.24610240525853042
28,44,0.01813677799730638,0.03252761673438134,0.14920845388423787,0.3006039109072115,0.13244753274801635,0.23421477498037208
29,44,0.017110432413311737,0.03268365977027925,0.1623217387394665,0.33625447800291686,0.13470115967885815,0.24856655621362506
30,44,0.016290078627333865,0.03249298721006893,0.1604379717753108,0.32518938589411384,0.13324569228602282,0.2463681464634739
31,44,0.015365949983397565,0.03209531548151366,0.1642591188426631,0.32451680047576564,0.1302408563782337,0.2381770971740452
32,44,0.014592334412248775,0.03619951704960652,0.18144489364916658,0.32898643630133373,0.14897413024085637,0.23003591958987854
33,44,0.01371463598758132,0.03278333263057986,0.16384017225019787,0.3253090353001147,0.13366824733555566,0.24198774801855966
34,44,0.013045670201676896,0.03345086064977267,0.1669721682982747,0.3144570465712303,0.13662613268228554,0.23302960146206206
35,44,0.012334794854164869,0.03372571826725534,0.17039255606521553,0.31916115404072587,0.13859805624677216,0.23957836887007786
36,44,0.01179320217584664,0.032816460567138536,0.1808589582308245,0.3315739914758648,0.13451335743462134,0.24071627939287546
37,44,0.011153280645803548,0.032921195545306065,0.16029169142324418,0.32929711283859364,0.1340908023850885,0.23677474305336563
38,44,0.01070548455687663,0.03683465635478762,0.1825849110241146,0.3062097333729804,0.15108690548852058,0.23182032676230624
