epoch,seed,train_loss,val_loss,macro_f1,samples_f1,hamming_loss,mAP
1,42,0.02351354603674664,0.02252416208180384,0.03230849400729546,0.22494796312815935,0.1278463777642143,0.15407805301565283
2,42,0.022028127669176778,0.021675639941185102,0.03032480516635931,0.15905866360817297,0.12376167895206348,0.17808326818579587
3,42,0.021777685416390937,0.021635648662375617,0.06323969151698665,0.26559265395126236,0.12385558007418189,0.20142732538046323
4,42,0.021590687193544605,0.020981438742098162,0.05914148496115577,0.18216728261331294,0.12075684304427438,0.2290834676636707
5,42,0.02133293642922512,0.02089227739817909,0.07385445248758034,0.23662758591393737,0.11934832621249825,0.22988404622723912
6,42,0.021261790737366656,0.02134051562904195,0.04035521582733813,0.1494414001104456,0.12183670594863609,0.21521524512895876
7,42,0.02123550378327672,0.020894969844265136,0.07921667924709495,0.2442716961896266,0.11953612845673506,0.22633447362430376
8,42,0.02104512040240365,0.020873731801437544,0.06749963740329426,0.23323563145151008,0.11981783182309029,0.23967882990292105
9,42,0.020964940663219578,0.021195641802715257,0.07297835988680962,0.24567421378304516,0.12117939809380722,0.21520882790941614
10,42,0.020898366795096452,0.021142460105078333,0.06980635747732353,0.2519774011299435,0.12122634865486642,0.2278536376254952
11,42,0.020832071954627128,0.020673520650372347,0.07567943369057843,0.23828639395097911,0.11887882060190619,0.24076087348551237
12,42,0.020738734016805285,0.02086837185142989,0.0745101387342787,0.21835945796695125,0.11934832621249825,0.23095675230385435
13,42,0.02071908972674952,0.02115652338833441,0.08875218701939072,0.30574387947269305,0.12103854641062961,0.22839878557210552
14,42,0.02061586155035945,0.020883209672719106,0.06435189388380386,0.22079350919672058,0.11930137565143903,0.24171119224425452
15,42,0.020466752581575345,0.020540973060265064,0.0928065346229561,0.3025253812497345,0.11770505657542607,0.24917662766012053
16,42,0.020432212270743894,0.021187835048143082,0.08592227647079732,0.2850310805261742,0.12080379360533358,0.23005190120309324
17,42,0.02021275421395936,0.020807269890854976,0.07531783250997022,0.2532822168415389,0.11963002957885346,0.25679580508017474
18,42,0.02008013945853549,0.020658666066938378,0.09477018702768703,0.2809488410291265,0.11817456218601813,0.24904999548514964
19,42,0.019868060670301453,0.021120563983571625,0.08661261117434531,0.270143579287201,0.11972393070097187,0.24522624877862387
20,42,0.019760426745048267,0.020694720750736084,0.09511729219333409,0.2986173059768064,0.11812761162495891,0.2528926154464508
21,42,0.019554101443297698,0.021065428430990487,0.1053730843036969,0.29135196748934483,0.11958307901779426,0.24591635912203333
22,42,0.019176625550056097,0.02108680602930732,0.1009525429179301,0.28749132718802656,0.1200525846283863,0.24992078188555394
23,42,0.018971377235470346,0.021706490899559963,0.1086870458202686,0.2987815584158135,0.12282266773087938,0.25470803740670356
24,42,0.018496073195181536,0.02090638966518093,0.1112353267218626,0.28962448494116644,0.11977088126203109,0.255911755161629
25,42,0.018172599565110078,0.02203497461422972,0.1375191692356453,0.3309948600314345,0.1251232452227804,0.24571802208759908
26,42,0.017843479975085612,0.021208605686672877,0.12202515108255191,0.2825290627699191,0.12009953518944551,0.2523145982209643
27,42,0.01732560627322997,0.021664456920457355,0.11309776143049574,0.28164762187955766,0.12329217334147143,0.2528827549914621
28,42,0.016774277607359778,0.02177525184098149,0.12730263165485842,0.2828710193563003,0.12376167895206348,0.2550967128893866
29,42,0.01621914522389013,0.022427227969524798,0.12850061095649648,0.3368534330175722,0.1270482182262078,0.23930714914167375
30,42,0.01575943631913059,0.02215105519163938,0.12369927105040385,0.28683927332455433,0.12549884971125405,0.24458366314446348
31,42,0.01521663867597207,0.02242503541186917,0.14138840317014056,0.2919983574756099,0.1269543171040894,0.24128563021779098
32,42,0.014647068007362232,0.022516279066784058,0.15096491604035941,0.33344377893887256,0.12732992159256304,0.24123821973857099
33,42,0.013943632585293375,0.023209980207958145,0.1466421482722169,0.3097411608116336,0.13169632377106907,0.24072782124938422
34,42,0.013375019066953242,0.022976710967034977,0.14536343217804873,0.29816348781558416,0.13136766984365464,0.23791011523729372
35,42,0.012826166476917525,0.02315072143362315,0.14960236867208623,0.3057863585517466,0.13141462040471383,0.23616670339016077
36,42,0.012264192555184156,0.022699494336887092,0.13186064007021447,0.31708154567208985,0.1280341800084511,0.23098791508863248
37,42,0.01184949595337669,0.02351254894565143,0.14786597935547172,0.2982895090834431,0.13348044509131884,0.23563407252099222
