split,method,macro_f1,macro_f1_std,samples_f1,samples_f1_std,hamming_loss,hamming_loss_std,mAP,mAP_std,predicted_labels_per_item,predicted_labels_per_item_std
validation,model_threshold_0.5,0.3776623931663794,0.00833613992885955,0.5171650598055594,0.002693051803439164,0.1486141759394025,0.0038241897278009987,0.3687568181531418,0.003391782320052511,3.2705917335712162,0.1304067391950866
