split,method,macro_f1,macro_f1_std,samples_f1,samples_f1_std,hamming_loss,hamming_loss_std,mAP,mAP_std,predicted_labels_per_item,predicted_labels_per_item_std
validation,model_threshold_0.5,0.1514561808078202,0.020907808576449978,0.32367146680259967,0.021164201375136395,0.12091334491447174,0.00010842767626454734,0.2876480653093691,0.0004672342948953916,0.990484686292001,0.1275407591080913
