replicate_id,attempt_id,n_rows,n_unique_groups,baseline_seed_42_map,baseline_seed_43_map,baseline_seed_44_map,baseline_mean_map,final_seed_42_map,final_seed_43_map,final_seed_44_map,final_mean_map,delta_map
30,30,1012,419,0.2987495375105686,0.29129585920814227,0.2941123459692731,0.2947192475626614,0.4561403071875428,0.46178995658341254,0.46966603797916306,0.46253210058337285,0.16781285302071147
31,31,1157,411,0.3094431130547905,0.29409179572041433,0.2898492950543193,0.29779473460984135,0.44525533357370345,0.45154280439898575,0.4487172125996592,0.4485051168574495,0.15071038224760813
32,32,1084,432,0.30881288544602087,0.29371797104921216,0.3056236119566838,0.3027181561506389,0.4408260051013773,0.45200225628974916,0.44193282343803447,0.4449203616097203,0.1422022054590814
33,33,1138,431,0.3204371187887427,0.31235882081093136,0.3212495052751706,0.31801514829161487,0.48154874369679623,0.47593299350856416,0.4750692640233296,0.4775170004095633,0.15950185211794843
34,34,1054,426,0.31084194690348477,0.30078410420541435,0.3097450202516882,0.3071236904535291,0.451805799613673,0.45446626579177574,0.4541177570024515,0.45346327413596677,0.14633958368243766
35,35,1083,418,0.31314334235467045,0.3064019095262709,0.30151466637800334,0.3070199727529816,0.4477110635143322,0.4517112021004949,0.4504892854703365,0.4499705170283879,0.14295054427540632
36,36,1072,433,0.3143266017145785,0.304446547918492,0.30387055744981695,0.30754790236096247,0.464819405333492,0.46315390806333206,0.4628916825084606,0.4636216653017615,0.15607376294079905
37,37,1143,428,0.31467211928847316,0.29715922403060163,0.3024710345877721,0.3047674593022823,0.46113491098005843,0.45604868743053734,0.44939150420313395,0.45552503420457663,0.15075757490229436
38,38,1182,430,0.29283078596016615,0.2965124082531765,0.2937906453913969,0.29437794653491317,0.43792559656926555,0.4415422102649396,0.4514717435556712,0.4436465167966255,0.1492685702617123
39,39,1136,431,0.3052019732568783,0.2968684847393184,0.3009563331535386,0.30100893038324505,0.4266225866317936,0.43106151755843053,0.43750936275231334,0.43173115564751247,0.1307222252642674
