epoch,train_loss,val_loss,mAP,macro_f1,samples_f1,hamming_loss,learning_rate,epoch_seconds
1,0.3317945597925609,0.347327422978727,0.202439413390164,0.0655621948963887,0.2472162043526895,0.1277055260810366,0.001,
2,0.3144322570325594,0.3118924273644889,0.2459544661519601,0.0891067849442854,0.2137681775059116,0.1225409643645241,0.001,
3,0.3088173022876563,0.3232918925364032,0.2552054015381728,0.0718006301814555,0.225927105900344,0.1226818160477017,0.001,
4,0.305634047352364,0.3177945854725527,0.2577303653119973,0.0922716874410658,0.2899034308936182,0.1224470632424057,0.001,
5,0.3018724805371522,0.3106747687288313,0.2597376848758903,0.1044865776478599,0.3072915339195446,0.1204751396779191,0.001,
6,0.299604194111306,0.3071215501010258,0.2628329906323077,0.0988481610780355,0.2472112484601334,0.1201934363115639,0.001,
7,0.2961808468256862,0.3119562181854333,0.2675037858675141,0.1196651046525119,0.2832299675743029,0.1233860744635898,0.001,
8,0.2932628575540672,0.3025450385329342,0.2758130812884556,0.1239453579513894,0.3348094813304447,0.1188318700408469,0.001,
9,0.2905574868543081,0.3102826705263939,0.2682995771104318,0.12380163122364,0.3080512014499525,0.1210385464106296,0.001,
10,0.2862220151830068,0.3376012247763607,0.272502468975076,0.0928368988451617,0.2826805714852102,0.1258275036386685,0.001,
11,0.2826740649564465,0.3113304325558052,0.2846844022760725,0.1185675978971353,0.2839917590586636,0.1226818160477017,0.001,
12,0.2782705017394941,0.3181106918204798,0.2681446075083398,0.1554198334114818,0.3265297939249767,0.1258744541997276,0.001,
13,0.2726067848186667,0.3198132661971314,0.2886825944531322,0.1637519509765495,0.3271660790394063,0.1261561575660829,0.001,
14,0.2631420835268688,0.3188175541231613,0.2762563372563241,0.1644969995515019,0.35827917250754,0.1223531621202873,0.001,
15,0.2523545578140438,0.3232891967156229,0.2677851479779221,0.1705083615766604,0.333797771264319,0.1268134654209118,0.001,
16,0.2353236466692776,0.346544482790924,0.2581663927523739,0.1950750444628151,0.3338827294224261,0.139255364101601,0.001,
17,0.2132873363402774,0.3689803426070047,0.253915510028506,0.1849164375435604,0.3256778953032298,0.1385511056857129,0.001,
18,0.189036161780517,0.4023522550670511,0.2543580864648517,0.2075730764501673,0.363072228594084,0.1438095685243438,0.001,
19,0.1602064388344247,0.4292131428150701,0.2516621527203774,0.2056787066078369,0.3407792079067726,0.1471430583595473,0.001,
20,0.129278485219773,0.4573253125723295,0.2469909883654587,0.2066457763368314,0.3469599139090664,0.1416967932766796,0.001,
21,0.1010198902592031,0.493695977646575,0.2461612214844619,0.2314260074620401,0.3752232404328747,0.1560636649607963,0.001,
22,0.076849659286174,0.5398079925727675,0.2391385424466434,0.2174822776488753,0.3558803917858333,0.1528240762477111,0.001,
23,0.0568407332114779,0.5631422352088976,0.2481588528563279,0.2206286850255289,0.3487728695132798,0.1408516831776139,0.001,
