split,method,macro_f1,macro_f1_std,samples_f1,samples_f1_std,hamming_loss,hamming_loss_std,mAP,mAP_std,predicted_labels_per_item,predicted_labels_per_item_std
validation,model_threshold_0.5,0.36837152890575386,0.0004783376454546023,0.5126191431722208,0.00452383220761918,0.1525267226943362,0.00031958586250781853,0.3674801035005511,0.002415889595936937,3.361581920903955,0.03797636794744382
