epoch,seed,train_loss,val_loss,macro_f1,samples_f1,hamming_loss,mAP
1,43,0.027913191638686462,0.029111320122970095,0.04595928140987905,0.15722002746980443,0.13643833043804873,0.18395717005693826
2,43,0.02617908397828167,0.026068061186427734,0.08260100560250047,0.2806366197980828,0.12333912390253063,0.20674247759277592
3,43,0.025794353654057675,0.027050731299872063,0.0721157430867341,0.25509182560922083,0.12629700924926052,0.19223238345211405
4,43,0.0256471557777046,0.02528026628903679,0.08032223787283466,0.2651798988997918,0.12061599136109677,0.22593108727967892
5,43,0.025532845752720284,0.025805301412634294,0.052159851612691634,0.1668457867833425,0.12315132165829382,0.2156300114284596
6,43,0.025399208408228797,0.02545271592877679,0.08641656765396767,0.2769727992297127,0.12150805202122165,0.21979415108274294
7,43,0.02524673629461042,0.02528343732692268,0.08195526419439358,0.2363415601149767,0.12056904080003757,0.23308693598230792
8,43,0.025157411034912806,0.025484201979360657,0.07235184111474535,0.2727475468331846,0.12127329921592563,0.24781388777444088
9,43,0.025052473424203203,0.02509777677593542,0.0745316207192109,0.22790521501493846,0.11972393070097187,0.24488867407690537
10,43,0.024940248599166354,0.02514258293596152,0.07133659132918589,0.22725103719751355,0.11953612845673506,0.24900186458569754
11,43,0.024823499610569576,0.025931880753703354,0.07407576188800431,0.25636407402687506,0.12254096436452415,0.23859064940999603
12,43,0.02467588235478463,0.025008553442986386,0.08671230394718393,0.27847443467425625,0.11930137565143903,0.23682315889050057
13,43,0.024573955282716994,0.025815582948003252,0.08176925394870993,0.2732261444571881,0.12263486548664257,0.23986842439100364
14,43,0.024386539799699337,0.024491673777416602,0.0910993759869649,0.28082352774591846,0.11685994647636039,0.25730095512552553
15,43,0.024207335031388912,0.025224544169392894,0.09656956043618456,0.27627614233323416,0.11981783182309029,0.25590575206270827
16,43,0.024023321428405554,0.024966968730238268,0.09895583233999383,0.30985160641717285,0.11808066106389971,0.2469080225175826
17,43,0.023801349680315532,0.024794875497096462,0.08550015383859035,0.2809502569984283,0.1178928588196629,0.26402379131398224
18,43,0.02348198387091835,0.02647669529783258,0.09745269751206093,0.19712275037877175,0.12526409690595802,0.23088290133395686
19,43,0.023075888845460267,0.02597594908858175,0.09210347151101289,0.20061099075372044,0.12333912390253063,0.24455335522231503
20,43,0.02261102563453377,0.025488988734801682,0.1490277384094535,0.33741769678433375,0.1200056340673271,0.2524277193414779
21,43,0.022094115068387595,0.025392954268498573,0.1134405795811305,0.3172727015278308,0.12019343631156393,0.26070419054291155
22,43,0.02146419916192582,0.025321473466376976,0.13348749633486828,0.3366842246860088,0.11897272172402461,0.2534841747103278
23,43,0.02073531317488948,0.024822873836856777,0.13042951802584957,0.3349305467057474,0.11695384759847881,0.2609574931118678
24,43,0.0199748775500135,0.02584177202293375,0.12554758190024853,0.28904181357348174,0.12216535987605052,0.24658287978817328
25,43,0.01906605218505439,0.02673915966541027,0.11436268955071709,0.28913880747065407,0.12606225644396452,0.24249472206982756
26,43,0.018134595167677466,0.026071575173674474,0.13676312637304355,0.3369086558203418,0.12282266773087938,0.24684092230571722
27,43,0.017397419328781475,0.026449966893251405,0.14182459450269871,0.36141200458774053,0.12390253063524109,0.24451252749853225
28,43,0.016528846854064312,0.027657878301858264,0.17736024860604013,0.3769515596901859,0.13164937321000986,0.2527488998893308
29,43,0.015755188295885337,0.027562910604500855,0.12105908056627564,0.2620187474335556,0.12972440020658246,0.22412383120635082
30,43,0.014836929047178067,0.027471453031187712,0.16777858528114198,0.33979864916528607,0.12963049908446406,0.24061303454804867
31,43,0.014092181674180332,0.027090782562169402,0.14668114046592481,0.33950979142772186,0.12653176205455655,0.24004709835714275
32,43,0.013357847741426229,0.02736420877424071,0.14898343935310956,0.33223949704770395,0.1291140429128128,0.2420068362415151
33,43,0.012746832035610861,0.028578067741736463,0.16575536261437626,0.32679104026115624,0.1351706652894502,0.2358195848893171
34,43,0.01220573656823691,0.029791679882995258,0.17867153789498189,0.33134840182119396,0.14108643598290999,0.22940843876774022
35,43,0.011707013740135754,0.028930500708021934,0.16691619920401468,0.32953467387008867,0.13723648997605523,0.24130101322259503
36,43,0.011210267699982913,0.02850717651748317,0.16648294091414675,0.3159546271945915,0.1329639889196676,0.23635781228437827
37,43,0.01082823062765804,0.027943106514404226,0.17775359380186478,0.31518556277699894,0.1310390159162402,0.24691136703005415
